entity_id,entity_type,fiware_servicepath,temperature_1,time_index
mkr1300-14004-01,Waste,/rabanales,108.0,1573201049000
mkr1300-14004-01,Waste,/rabanales,108.0,1573201188000
mkr1300-14004-01,Waste,/rabanales,108.0,1573201522000
mkr1300-14004-01,Waste,/rabanales,108.0,1573201660000
mkr1300-14004-01,Waste,/rabanales,108.0,1573201791000
mkr1300-14004-01,Waste,/rabanales,108.0,1573201800000
mkr1300-14004-01,Waste,/rabanales,108.0,1573203619000
mkr1300-14004-01,Waste,/rabanales,108.0,1573203961000
mkr1300-14004-01,Waste,/rabanales,108.0,1573204363000
mkr1300-14004-01,Waste,/rabanales,107.0,1573209460000
mkr1300-14004-01,Waste,/rabanales,107.0,1573209593000
mkr1300-14004-01,Waste,/rabanales,107.0,1573209856000
mkr1300-14004-01,Waste,/rabanales,107.0,1573210063000
mkr1300-14004-01,Waste,/rabanales,107.0,1573210332000
mkr1300-14004-01,Waste,/rabanales,107.0,1573210938000
mkr1300-14004-01,Waste,/rabanales,107.0,1573211070000
mkr1300-14004-01,Waste,/rabanales,107.0,1573211283000
mkr1300-14004-01,Waste,/rabanales,107.0,1573212906000
mkr1300-14004-01,Waste,/rabanales,107.0,1573216284000
mkr1300-14004-01,Waste,/rabanales,107.0,1573216556000
mkr1300-14004-01,Waste,/rabanales,108.0,1573217158000
mkr1300-14004-01,Waste,/rabanales,108.0,1573218255000
mkr1300-14004-01,Waste,/rabanales,108.0,1573218384000
mkr1300-14004-01,Waste,/rabanales,108.0,1573218860000
mkr1300-14004-01,Waste,/rabanales,107.0,1573219208000
mkr1300-14004-01,Waste,/rabanales,109.0,1573219949000
mkr1300-14004-01,Waste,/rabanales,107.0,1573217513000
mkr1300-14004-01,Waste,/rabanales,109.0,1573223743000
mkr1300-14004-01,Waste,/rabanales,109.0,1573223868000
mkr1300-14004-01,Waste,/rabanales,108.0,1573224474000
mkr1300-14004-01,Waste,/rabanales,107.0,1573224823000
mkr1300-14004-01,Waste,/rabanales,107.0,1573225563000
mkr1300-14004-01,Waste,/rabanales,108.0,1573225912000
mkr1300-14004-01,Waste,/rabanales,108.0,1573226174000
mkr1300-14004-01,Waste,/rabanales,109.0,1573226524000
mkr1300-14004-01,Waste,/rabanales,109.0,1573226788000
mkr1300-14004-01,Waste,/rabanales,108.0,1573229707000
mkr1300-14004-01,Waste,/rabanales,108.0,1573229837000
mkr1300-14004-01,Waste,/rabanales,107.0,1573230184000
mkr1300-14004-01,Waste,/rabanales,107.0,1573230308000
mkr1300-14004-01,Waste,/rabanales,107.0,1573230440000
mkr1300-14004-01,Waste,/rabanales,107.0,1573230585000
mkr1300-14004-01,Waste,/rabanales,107.0,1573230923000
mkr1300-14004-01,Waste,/rabanales,107.0,1573231187000
mkr1300-14004-01,Waste,/rabanales,108.0,1573231394000
mkr1300-14004-01,Waste,/rabanales,47.0,1573236404000
mkr1300-14004-01,Waste,/rabanales,47.0,1573237153000
mkr1300-14004-01,Waste,/rabanales,47.0,1573237494000
mkr1300-14004-01,Waste,/rabanales,47.0,1573238105000
mkr1300-14004-01,Waste,/rabanales,47.0,1573238375000
mkr1300-14004-01,Waste,/rabanales,47.0,1573238503000
mkr1300-14004-01,Waste,/rabanales,47.0,1573238991000
mkr1300-14004-01,Waste,/rabanales,47.0,1573239326000
mkr1300-14004-01,Waste,/rabanales,47.0,1573240817000
mkr1300-14004-01,Waste,/rabanales,47.0,1573245683000
mkr1300-14004-01,Waste,/rabanales,47.0,1573245830000
mkr1300-14004-01,Waste,/rabanales,47.0,1573246169000
mkr1300-14004-01,Waste,/rabanales,48.0,1573247042000
mkr1300-14004-01,Waste,/rabanales,48.0,1573247860000
mkr1300-14004-01,Waste,/rabanales,48.0,1573247997000
mkr1300-14004-01,Waste,/rabanales,48.0,1573248739000
mkr1300-14004-01,Waste,/rabanales,48.0,1573250090000
mkr1300-14004-01,Waste,/rabanales,48.0,1573250298000
mkr1300-14004-01,Waste,/rabanales,48.0,1573253480000
mkr1300-14004-01,Waste,/rabanales,48.0,1573253967000
mkr1300-14004-01,Waste,/rabanales,48.0,1573254091000
mkr1300-14004-01,Waste,/rabanales,48.0,1573254225000
mkr1300-14004-01,Waste,/rabanales,48.0,1573254967000
mkr1300-14004-01,Waste,/rabanales,48.0,1573255188000
mkr1300-14004-01,Waste,/rabanales,48.0,1573255444000
mkr1300-14004-01,Waste,/rabanales,48.0,1573256058000
mkr1300-14004-01,Waste,/rabanales,48.0,1573253614000
mkr1300-14004-01,Waste,/rabanales,48.0,1573261410000
mkr1300-14004-01,Waste,/rabanales,48.0,1573261543000
mkr1300-14004-01,Waste,/rabanales,48.0,1573261550000
mkr1300-14004-01,Waste,/rabanales,48.0,1573262159000
mkr1300-14004-01,Waste,/rabanales,48.0,1573262500000
mkr1300-14004-01,Waste,/rabanales,48.0,1573262506000
mkr1300-14004-01,Waste,/rabanales,48.0,1573262772000
mkr1300-14004-01,Waste,/rabanales,48.0,1573263112000
mkr1300-14004-01,Waste,/rabanales,48.0,1573263510000
mkr1300-14004-01,Waste,/rabanales,47.0,1573267646000
mkr1300-14004-01,Waste,/rabanales,47.0,1573268386000
mkr1300-14004-01,Waste,/rabanales,48.0,1573269208000
mkr1300-14004-01,Waste,/rabanales,48.0,1573269609000
mkr1300-14004-01,Waste,/rabanales,48.0,1573270219000
mkr1300-14004-01,Waste,/rabanales,48.0,1573270565000
mkr1300-14004-01,Waste,/rabanales,47.0,1573272050000
mkr1300-14004-01,Waste,/rabanales,48.0,1573272262000
mkr1300-14004-01,Waste,/rabanales,48.0,1573272396000
mkr1300-14004-01,Waste,/rabanales,47.0,1573276933000
mkr1300-14004-01,Waste,/rabanales,47.0,1573277146000
mkr1300-14004-01,Waste,/rabanales,47.0,1573277753000
mkr1300-14004-01,Waste,/rabanales,47.0,1573278011000
mkr1300-14004-01,Waste,/rabanales,47.0,1573278142000
mkr1300-14004-01,Waste,/rabanales,47.0,1573278148000
mkr1300-14004-01,Waste,/rabanales,48.0,1573278627000
mkr1300-14004-01,Waste,/rabanales,48.0,1573278969000
mkr1300-14004-01,Waste,/rabanales,48.0,1573279099000
mkr1300-14004-01,Waste,/rabanales,48.0,1573283981000
mkr1300-14004-01,Waste,/rabanales,48.0,1573284460000
mkr1300-14004-01,Waste,/rabanales,48.0,1573284732000
mkr1300-14004-01,Waste,/rabanales,48.0,1573285201000
mkr1300-14004-01,Waste,/rabanales,48.0,1573285685000
mkr1300-14004-01,Waste,/rabanales,47.0,1573286425000
mkr1300-14004-01,Waste,/rabanales,48.0,1573287030000
mkr1300-14004-01,Waste,/rabanales,48.0,1573287302000
mkr1300-14004-01,Waste,/rabanales,48.0,1573287647000
mkr1300-14004-01,Waste,/rabanales,48.0,1573289948000
mkr1300-14004-01,Waste,/rabanales,47.0,1573290565000
mkr1300-14004-01,Waste,/rabanales,47.0,1573290954000
mkr1300-14004-01,Waste,/rabanales,47.0,1573291568000
mkr1300-14004-01,Waste,/rabanales,47.0,1573292046000
mkr1300-14004-01,Waste,/rabanales,47.0,1573292393000
mkr1300-14004-01,Waste,/rabanales,47.0,1573292660000
mkr1300-14004-01,Waste,/rabanales,47.0,1573293269000
mkr1300-14004-01,Waste,/rabanales,47.0,1573293741000
mkr1300-14004-01,Waste,/rabanales,48.0,1573297401000
mkr1300-14004-01,Waste,/rabanales,48.0,1573298021000
mkr1300-14004-01,Waste,/rabanales,48.0,1573298152000
mkr1300-14004-01,Waste,/rabanales,48.0,1573298275000
mkr1300-14004-01,Waste,/rabanales,48.0,1573298283000
mkr1300-14004-01,Waste,/rabanales,48.0,1573298895000
mkr1300-14004-01,Waste,/rabanales,48.0,1573300328000
mkr1300-14004-01,Waste,/rabanales,48.0,1573300583000
mkr1300-14004-01,Waste,/rabanales,48.0,1573300114000
mkr1300-14004-01,Waste,/rabanales,48.0,1573300591000
mkr1300-14004-01,Waste,/rabanales,48.0,1573301545000
mkr1300-14004-01,Waste,/rabanales,48.0,1573302282000
mkr1300-14004-01,Waste,/rabanales,48.0,1573302288000
mkr1300-14004-01,Waste,/rabanales,48.0,1573302898000
mkr1300-14004-01,Waste,/rabanales,48.0,1573303773000
mkr1300-14004-01,Waste,/rabanales,48.0,1573303989000
mkr1300-14004-01,Waste,/rabanales,48.0,1573304243000
mkr1300-14004-01,Waste,/rabanales,48.0,1573304592000
mkr1300-14004-01,Waste,/rabanales,48.0,1573304721000
mkr1300-14004-01,Waste,/rabanales,48.0,1573305331000
mkr1300-14004-01,Waste,/rabanales,48.0,1573305338000
mkr1300-14004-01,Waste,/rabanales,48.0,1573305819000
mkr1300-14004-01,Waste,/rabanales,48.0,1573305949000
mkr1300-14004-01,Waste,/rabanales,48.0,1573306083000
mkr1300-14004-01,Waste,/rabanales,47.0,1573306424000
mkr1300-14004-01,Waste,/rabanales,47.0,1573306821000
mkr1300-14004-01,Waste,/rabanales,47.0,1573307299000
mkr1300-14004-01,Waste,/rabanales,47.0,1573307911000
mkr1300-14004-01,Waste,/rabanales,47.0,1573308047000
mkr1300-14004-01,Waste,/rabanales,48.0,1573308381000
mkr1300-14004-01,Waste,/rabanales,48.0,1573308653000
mkr1300-14004-01,Waste,/rabanales,48.0,1573308866000
mkr1300-14004-01,Waste,/rabanales,48.0,1573309264000
mkr1300-14004-01,Waste,/rabanales,48.0,1573310086000
mkr1300-14004-01,Waste,/rabanales,48.0,1573310482000
mkr1300-14004-01,Waste,/rabanales,47.0,1573311088000
mkr1300-14004-01,Waste,/rabanales,47.0,1573311097000
mkr1300-14004-01,Waste,/rabanales,47.0,1573311564000
mkr1300-14004-01,Waste,/rabanales,48.0,1573312176000
mkr1300-14004-01,Waste,/rabanales,48.0,1573312528000
mkr1300-14004-01,Waste,/rabanales,48.0,1573312664000
mkr1300-14004-01,Waste,/rabanales,48.0,1573312916000
mkr1300-14004-01,Waste,/rabanales,48.0,1573315231000
mkr1300-14004-01,Waste,/rabanales,47.0,1573315573000
mkr1300-14004-01,Waste,/rabanales,47.0,1573313140000
mkr1300-14004-01,Waste,/rabanales,47.0,1573315838000
mkr1300-14004-01,Waste,/rabanales,47.0,1573316189000
mkr1300-14004-01,Waste,/rabanales,47.0,1573316926000
mkr1300-14004-01,Waste,/rabanales,47.0,1573317188000
mkr1300-14004-01,Waste,/rabanales,47.0,1573317667000
mkr1300-14004-01,Waste,/rabanales,47.0,1573317802000
mkr1300-14004-01,Waste,/rabanales,47.0,1573318146000
mkr1300-14004-01,Waste,/rabanales,47.0,1573318281000
mkr1300-14004-01,Waste,/rabanales,47.0,1573319024000
mkr1300-14004-01,Waste,/rabanales,47.0,1573320249000
mkr1300-14004-01,Waste,/rabanales,47.0,1573320716000
mkr1300-14004-01,Waste,/rabanales,47.0,1573322075000
mkr1300-14004-01,Waste,/rabanales,47.0,1573322900000
mkr1300-14004-01,Waste,/rabanales,47.0,1573323511000
mkr1300-14004-01,Waste,/rabanales,47.0,1573323908000
mkr1300-14004-01,Waste,/rabanales,47.0,1573324250000
mkr1300-14004-01,Waste,/rabanales,48.0,1573325339000
mkr1300-14004-01,Waste,/rabanales,48.0,1573325595000
mkr1300-14004-01,Waste,/rabanales,47.0,1573351348000
mkr1300-14004-01,Waste,/rabanales,47.0,1573351561000
mkr1300-14004-01,Waste,/rabanales,47.0,1573352175000
mkr1300-14004-01,Waste,/rabanales,47.0,1573352787000
mkr1300-14004-01,Waste,/rabanales,47.0,1573353177000
mkr1300-14004-01,Waste,/rabanales,47.0,1573353529000
mkr1300-14004-01,Waste,/rabanales,47.0,1573354406000
mkr1300-14004-01,Waste,/rabanales,47.0,1573354874000
mkr1300-14004-01,Waste,/rabanales,47.0,1573354881000
mkr1300-14004-01,Waste,/rabanales,47.0,1573357927000
mkr1300-14004-01,Waste,/rabanales,47.0,1573358885000
mkr1300-14004-01,Waste,/rabanales,47.0,1573359622000
mkr1300-14004-01,Waste,/rabanales,47.0,1573360105000
mkr1300-14004-01,Waste,/rabanales,47.0,1573360497000
mkr1300-14004-01,Waste,/rabanales,47.0,1573360716000
mkr1300-14004-01,Waste,/rabanales,47.0,1573361321000
mkr1300-14004-01,Waste,/rabanales,47.0,1573361326000
mkr1300-14004-01,Waste,/rabanales,47.0,1573358413000
mkr1300-14004-01,Waste,/rabanales,47.0,1573365386000
mkr1300-14004-01,Waste,/rabanales,47.0,1573365727000
mkr1300-14004-01,Waste,/rabanales,48.0,1573367207000
mkr1300-14004-01,Waste,/rabanales,47.0,1573367428000
mkr1300-14004-01,Waste,/rabanales,47.0,1573368911000
mkr1300-14004-01,Waste,/rabanales,48.0,1573369258000
mkr1300-14004-01,Waste,/rabanales,48.0,1573369649000
mkr1300-14004-01,Waste,/rabanales,48.0,1573370472000
mkr1300-14004-01,Waste,/rabanales,48.0,1573370876000
mkr1300-14004-01,Waste,/rabanales,48.0,1573375141000
mkr1300-14004-01,Waste,/rabanales,48.0,1573375617000
mkr1300-14004-01,Waste,/rabanales,48.0,1573375624000
mkr1300-14004-01,Waste,/rabanales,48.0,1573376970000
mkr1300-14004-01,Waste,/rabanales,48.0,1573377455000
mkr1300-14004-01,Waste,/rabanales,48.0,1573377582000
mkr1300-14004-01,Waste,/rabanales,48.0,1573377931000
mkr1300-14004-01,Waste,/rabanales,48.0,1573378196000
mkr1300-14004-01,Waste,/rabanales,48.0,1573378403000
mkr1300-14004-01,Waste,/rabanales,48.0,1573382468000
mkr1300-14004-01,Waste,/rabanales,48.0,1573382680000
mkr1300-14004-01,Waste,/rabanales,48.0,1573382938000
mkr1300-14004-01,Waste,/rabanales,48.0,1573382947000
mkr1300-14004-01,Waste,/rabanales,48.0,1573383076000
mkr1300-14004-01,Waste,/rabanales,47.0,1573383686000
mkr1300-14004-01,Waste,/rabanales,48.0,1573383893000
mkr1300-14004-01,Waste,/rabanales,48.0,1573384774000
mkr1300-14004-01,Waste,/rabanales,48.0,1573384900000
mkr1300-14004-01,Waste,/rabanales,48.0,1573388911000
mkr1300-14004-01,Waste,/rabanales,48.0,1573389390000
mkr1300-14004-01,Waste,/rabanales,48.0,1573389522000
mkr1300-14004-01,Waste,/rabanales,48.0,1573389647000
mkr1300-14004-01,Waste,/rabanales,48.0,1573390609000
mkr1300-14004-01,Waste,/rabanales,48.0,1573390869000
mkr1300-14004-01,Waste,/rabanales,48.0,1573391955000
mkr1300-14004-01,Waste,/rabanales,48.0,1573391962000
mkr1300-14004-01,Waste,/rabanales,48.0,1573392226000
mkr1300-14004-01,Waste,/rabanales,48.0,1573395879000
mkr1300-14004-01,Waste,/rabanales,48.0,1573396362000
mkr1300-14004-01,Waste,/rabanales,48.0,1573396974000
mkr1300-14004-01,Waste,/rabanales,48.0,1573397101000
mkr1300-14004-01,Waste,/rabanales,48.0,1573397587000
mkr1300-14004-01,Waste,/rabanales,48.0,1573397930000
mkr1300-14004-01,Waste,/rabanales,48.0,1573398534000
mkr1300-14004-01,Waste,/rabanales,48.0,1573398671000
mkr1300-14004-01,Waste,/rabanales,48.0,1573399146000
mkr1300-14004-01,Waste,/rabanales,48.0,1573402465000
mkr1300-14004-01,Waste,/rabanales,48.0,1573402590000
mkr1300-14004-01,Waste,/rabanales,48.0,1573403075000
mkr1300-14004-01,Waste,/rabanales,48.0,1573403421000
mkr1300-14004-01,Waste,/rabanales,48.0,1573403818000
mkr1300-14004-01,Waste,/rabanales,48.0,1573404029000
mkr1300-14004-01,Waste,/rabanales,48.0,1573404640000
mkr1300-14004-01,Waste,/rabanales,48.0,1573406252000
mkr1300-14004-01,Waste,/rabanales,48.0,1573405513000
mkr1300-14004-01,Waste,/rabanales,48.0,1573412696000
mkr1300-14004-01,Waste,/rabanales,48.0,1573408425000
mkr1300-14004-01,Waste,/rabanales,48.0,1573409044000
mkr1300-14004-01,Waste,/rabanales,48.0,1573409307000
mkr1300-14004-01,Waste,/rabanales,48.0,1573410256000
mkr1300-14004-01,Waste,/rabanales,48.0,1573410262000
mkr1300-14004-01,Waste,/rabanales,48.0,1573410520000
mkr1300-14004-01,Waste,/rabanales,48.0,1573412828000
mkr1300-14004-01,Waste,/rabanales,48.0,1573413183000
mkr1300-14004-01,Waste,/rabanales,48.0,1573415623000
mkr1300-14004-01,Waste,/rabanales,48.0,1573415886000
mkr1300-14004-01,Waste,/rabanales,48.0,1573416627000
mkr1300-14004-01,Waste,/rabanales,48.0,1573416834000
mkr1300-14004-01,Waste,/rabanales,48.0,1573417576000
mkr1300-14004-01,Waste,/rabanales,48.0,1573417846000
mkr1300-14004-01,Waste,/rabanales,48.0,1573418055000
mkr1300-14004-01,Waste,/rabanales,48.0,1573418191000
mkr1300-14004-01,Waste,/rabanales,48.0,1573418323000
mkr1300-14004-01,Waste,/rabanales,48.0,1573421504000
mkr1300-14004-01,Waste,/rabanales,48.0,1573421722000
mkr1300-14004-01,Waste,/rabanales,48.0,1573422462000
mkr1300-14004-01,Waste,/rabanales,48.0,1573422727000
mkr1300-14004-01,Waste,/rabanales,48.0,1573423677000
mkr1300-14004-01,Waste,/rabanales,48.0,1573423948000
mkr1300-14004-01,Waste,/rabanales,48.0,1573424768000
mkr1300-14004-01,Waste,/rabanales,48.0,1573425036000
mkr1300-14004-01,Waste,/rabanales,48.0,1573425375000
mkr1300-14004-01,Waste,/rabanales,48.0,1573427601000
mkr1300-14004-01,Waste,/rabanales,48.0,1573427609000
mkr1300-14004-01,Waste,/rabanales,48.0,1573428212000
mkr1300-14004-01,Waste,/rabanales,48.0,1573428220000
mkr1300-14004-01,Waste,/rabanales,48.0,1573428427000
mkr1300-14004-01,Waste,/rabanales,48.0,1573428558000
mkr1300-14004-01,Waste,/rabanales,48.0,1573428689000
mkr1300-14004-01,Waste,/rabanales,48.0,1573428697000
mkr1300-14004-01,Waste,/rabanales,48.0,1573429041000
mkr1300-14004-01,Waste,/rabanales,48.0,1573431872000
mkr1300-14004-01,Waste,/rabanales,48.0,1573431879000
mkr1300-14004-01,Waste,/rabanales,48.0,1573432489000
mkr1300-14004-01,Waste,/rabanales,48.0,1573433092000
mkr1300-14004-01,Waste,/rabanales,48.0,1573433099000
mkr1300-14004-01,Waste,/rabanales,48.0,1573433312000
mkr1300-14004-01,Waste,/rabanales,48.0,1573433922000
mkr1300-14004-01,Waste,/rabanales,48.0,1573434054000
mkr1300-14004-01,Waste,/rabanales,48.0,1573434526000
mkr1300-14004-01,Waste,/rabanales,48.0,1573437847000
mkr1300-14004-01,Waste,/rabanales,48.0,1573438193000
mkr1300-14004-01,Waste,/rabanales,48.0,1573438318000
mkr1300-14004-01,Waste,/rabanales,48.0,1573439068000
mkr1300-14004-01,Waste,/rabanales,48.0,1573439192000
mkr1300-14004-01,Waste,/rabanales,48.0,1573439539000
mkr1300-14004-01,Waste,/rabanales,48.0,1573439810000
mkr1300-14004-01,Waste,/rabanales,48.0,1573440023000
mkr1300-14004-01,Waste,/rabanales,48.0,1573440149000
mkr1300-14004-01,Waste,/rabanales,48.0,1573443068000
mkr1300-14004-01,Waste,/rabanales,48.0,1573443074000
mkr1300-14004-01,Waste,/rabanales,48.0,1573443201000
mkr1300-14004-01,Waste,/rabanales,48.0,1573443464000
mkr1300-14004-01,Waste,/rabanales,48.0,1573443677000
mkr1300-14004-01,Waste,/rabanales,48.0,1573443812000
