entity_id,entity_type,fiware_servicepath,irms1,pap1,time_index,vrms1
wibee-14004-01,Energy,/rabanales,1.26,288.3,1575602302000,228.01
wibee-14004-01,Energy,/rabanales,1.23,280.58,1575603802000,227.8
wibee-14004-01,Energy,/rabanales,1.23,280.16,1575604402000,228.5
wibee-14004-01,Energy,/rabanales,7.61,1719.37,1575616406000,225.62
wibee-14004-01,Energy,/rabanales,7.59,1713.02,1575616706000,225.62
wibee-14004-01,Energy,/rabanales,0.74,167.81,1575617306000,227.08
wibee-14004-01,Energy,/rabanales,0.85,190.96,1575619107000,225.63
wibee-14004-01,Energy,/rabanales,1.62,365.14,1575620007000,225.16
wibee-14004-01,Energy,/rabanales,1.24,280.44,1575614606000,226.48
wibee-14004-01,Energy,/rabanales,1.24,280.22,1575618507000,226.18
wibee-14004-01,Energy,/rabanales,1.75,393.15,1575620608000,225.2
wibee-14004-01,Energy,/rabanales,1.72,387.9,1575620307000,225.3
wibee-14004-01,Energy,/rabanales,7.56,1709.06,1575635370000,226.07
wibee-14004-01,Energy,/rabanales,7.59,1713.39,1575636571000,225.72
wibee-14004-01,Energy,/rabanales,7.26,1645.76,1575638371000,226.81
wibee-14004-01,Energy,/rabanales,7.17,1619.96,1575639572000,225.97
wibee-14004-01,Energy,/rabanales,1.73,394.82,1575630811000,227.96
wibee-14004-01,Energy,/rabanales,1.91,432.76,1575633870000,226.32
wibee-14004-01,Energy,/rabanales,7.61,1716.97,1575635670000,225.7
wibee-14004-01,Energy,/rabanales,7.22,1640.42,1575638071000,227.1
wibee-14004-01,Energy,/rabanales,1.24,280.13,1575637171000,226.52
wibee-14004-01,Energy,/rabanales,1.21,273.52,1575650975000,225.14
wibee-14004-01,Energy,/rabanales,1.29,290.65,1575651876000,225.66
wibee-14004-01,Energy,/rabanales,1.29,289.35,1575652776000,224.59
wibee-14004-01,Energy,/rabanales,1.26,282.84,1575653676000,225.25
wibee-14004-01,Energy,/rabanales,1.26,282.25,1575654576000,224.36
wibee-14004-01,Energy,/rabanales,1.2,270.75,1575658478000,225.34
wibee-14004-01,Energy,/rabanales,1.24,279.7,1575656077000,225.33
wibee-14004-01,Energy,/rabanales,1.2,269.7,1575656377000,225.51
wibee-14004-01,Energy,/rabanales,1.19,267.96,1575657577000,225.8
wibee-14004-01,Energy,/rabanales,1.89,427.49,1575672882000,226.73
wibee-14004-01,Energy,/rabanales,1.68,383.43,1575674083000,227.62
wibee-14004-01,Energy,/rabanales,1.69,382.77,1575675883000,226.49
wibee-14004-01,Energy,/rabanales,1.88,426.25,1575676783000,227.25
wibee-14004-01,Energy,/rabanales,1.69,384.74,1575677984000,227.91
wibee-14004-01,Energy,/rabanales,1.68,383.69,1575680385000,228.03
wibee-14004-01,Energy,/rabanales,1.64,372.95,1575680685000,226.96
wibee-14004-01,Energy,/rabanales,1.79,405.87,1575680985000,226.92
wibee-14004-01,Energy,/rabanales,1.72,392.5,1575675283000,228.46
wibee-14004-01,Energy,/rabanales,7.03,1570.01,1575698991000,223.48
wibee-14004-01,Energy,/rabanales,1.21,273.37,1575690888000,226.21
wibee-14004-01,Energy,/rabanales,1.24,280.45,1575692389000,226.38
wibee-14004-01,Energy,/rabanales,1.25,282.08,1575692989000,225.89
wibee-14004-01,Energy,/rabanales,1.26,284.51,1575693889000,226.19
wibee-14004-01,Energy,/rabanales,1.29,291.95,1575695089000,226.06
wibee-14004-01,Energy,/rabanales,1.2,271.66,1575698691000,224.89
wibee-14004-01,Energy,/rabanales,1.19,265.18,1575700491000,223.65
wibee-14004-01,Energy,/rabanales,1.18,263.08,1575700791000,223.5
wibee-14004-01,Energy,/rabanales,17.38,3884.49,1575713395000,223.49
wibee-14004-01,Energy,/rabanales,11.08,2478.43,1575709194000,223.77
wibee-14004-01,Energy,/rabanales,8.33,1863.28,1575710094000,223.67
wibee-14004-01,Energy,/rabanales,7.46,1662.85,1575711895000,223.01
wibee-14004-01,Energy,/rabanales,0.82,183.51,1575706793000,224.08
wibee-14004-01,Energy,/rabanales,8.33,1856.2,1575709794000,222.89
wibee-14004-01,Energy,/rabanales,7.48,1673.64,1575712495000,223.6
wibee-14004-01,Energy,/rabanales,1.35,306.24,1575715496000,226.91
wibee-14004-01,Energy,/rabanales,1.31,294.83,1575708294000,224.4
wibee-14004-01,Energy,/rabanales,1.32,300.03,1575724499000,226.82
wibee-14004-01,Energy,/rabanales,1.33,302.22,1575732601000,227.04
wibee-14004-01,Energy,/rabanales,1.34,302.98,1575732901000,226.51
wibee-14004-01,Energy,/rabanales,1.34,304.07,1575734102000,226.29
wibee-14004-01,Energy,/rabanales,1.34,303.39,1575734702000,226.25
wibee-14004-01,Energy,/rabanales,1.32,299.86,1575724799000,226.52
wibee-14004-01,Energy,/rabanales,1.28,291.23,1575729600000,226.88
wibee-14004-01,Energy,/rabanales,1.29,294.39,1575730201000,227.41
wibee-14004-01,Energy,/rabanales,1.28,290.46,1575726599000,227.1
wibee-14004-01,Energy,/rabanales,2.03,454.85,1575744305000,223.75
wibee-14004-01,Energy,/rabanales,1.76,393.36,1575747306000,223.92
wibee-14004-01,Energy,/rabanales,1.78,396.49,1575747606000,223.33
wibee-14004-01,Energy,/rabanales,2.35,525.24,1575752108000,223.95
wibee-14004-01,Energy,/rabanales,3.04,682.23,1575752708000,224.42
wibee-14004-01,Energy,/rabanales,2.37,527.43,1575754208000,222.55
wibee-14004-01,Energy,/rabanales,2.35,523.59,1575754808000,223.27
wibee-14004-01,Energy,/rabanales,2.31,518.66,1575757809000,224.73
wibee-14004-01,Energy,/rabanales,2.15,484.49,1575759610000,225.82
wibee-14004-01,Energy,/rabanales,1.65,377.73,1575768613000,229.13
wibee-14004-01,Energy,/rabanales,1.62,371.52,1575770713000,228.74
wibee-14004-01,Energy,/rabanales,1.33,303.63,1575774615000,228.69
wibee-14004-01,Energy,/rabanales,1.31,301.01,1575775215000,229.34
wibee-14004-01,Energy,/rabanales,1.29,295.13,1575774915000,229.07
wibee-14004-01,Energy,/rabanales,1.28,293.89,1575775515000,229.29
wibee-14004-01,Energy,/rabanales,1.62,370.35,1575772214000,228.29
wibee-14004-01,Energy,/rabanales,1.29,295.66,1575776115000,229.2
wibee-14004-01,Energy,/rabanales,1.61,368.51,1575771914000,228.5
wibee-14004-01,Energy,/rabanales,1.21,276.38,1575783617000,227.49
wibee-14004-01,Energy,/rabanales,1.2,271.97,1575783918000,227.27
wibee-14004-01,Energy,/rabanales,1.2,270.61,1575787519000,225.27
wibee-14004-01,Energy,/rabanales,1.2,270.17,1575788119000,225.58
wibee-14004-01,Energy,/rabanales,1.2,269.71,1575789319000,225.45
wibee-14004-01,Energy,/rabanales,1.19,269.8,1575785118000,226.55
wibee-14004-01,Energy,/rabanales,1.19,270.9,1575785718000,226.91
wibee-14004-01,Energy,/rabanales,1.27,286.4,1575786018000,226.01
wibee-14004-01,Energy,/rabanales,1.24,281.1,1575790520000,226.7
wibee-14004-01,Energy,/rabanales,7.56,1722.06,1575802824000,227.74
wibee-14004-01,Energy,/rabanales,1.58,359.52,1575801023000,227.76
wibee-14004-01,Energy,/rabanales,8.34,1892.89,1575802223000,227.0
wibee-14004-01,Energy,/rabanales,1.33,304.34,1575804924000,229.31
wibee-14004-01,Energy,/rabanales,0.91,208.96,1575805824000,229.62
wibee-14004-01,Energy,/rabanales,1.21,276.93,1575806425000,229.31
wibee-14004-01,Energy,/rabanales,1.19,272.99,1575811526000,229.52
wibee-14004-01,Energy,/rabanales,1.2,274.53,1575813027000,228.29
wibee-14004-01,Energy,/rabanales,1.2,275.9,1575810026000,229.77
wibee-14004-01,Energy,/rabanales,1.19,267.96,1575828632000,224.86
wibee-14004-01,Energy,/rabanales,1.18,267.49,1575830132000,226.74
wibee-14004-01,Energy,/rabanales,1.2,270.64,1575831633000,225.66
wibee-14004-01,Energy,/rabanales,1.24,280.87,1575832833000,226.17
wibee-14004-01,Energy,/rabanales,1.22,278.41,1575833133000,227.28
wibee-14004-01,Energy,/rabanales,1.2,272.58,1575833433000,226.78
wibee-14004-01,Energy,/rabanales,1.21,272.36,1575836434000,225.77
wibee-14004-01,Energy,/rabanales,1.16,262.25,1575831333000,225.3
wibee-14004-01,Energy,/rabanales,1.2,271.57,1575831933000,226.6
wibee-14004-01,Energy,/rabanales,1.65,375.38,1575844537000,227.79
wibee-14004-01,Energy,/rabanales,1.67,381.26,1575845137000,228.52
wibee-14004-01,Energy,/rabanales,1.66,382.23,1575847838000,230.63
wibee-14004-01,Energy,/rabanales,1.66,380.17,1575849038000,229.09
wibee-14004-01,Energy,/rabanales,1.77,402.31,1575850839000,227.31
wibee-14004-01,Energy,/rabanales,1.64,371.34,1575852039000,226.92
wibee-14004-01,Energy,/rabanales,1.78,408.83,1575846637000,229.2
wibee-14004-01,Energy,/rabanales,1.79,408.98,1575850539000,227.9
wibee-14004-01,Energy,/rabanales,1.65,374.24,1575851439000,226.9
wibee-14004-01,Energy,/rabanales,7.67,1743.78,1575876475000,226.93
wibee-14004-01,Energy,/rabanales,0.73,165.12,1575878576000,227.53
wibee-14004-01,Energy,/rabanales,1.27,290.76,1575864471000,228.71
wibee-14004-01,Energy,/rabanales,1.21,277.57,1575870773000,228.97
wibee-14004-01,Energy,/rabanales,1.22,278.41,1575871074000,228.55
wibee-14004-01,Energy,/rabanales,1.22,280.03,1575872574000,228.84
wibee-14004-01,Energy,/rabanales,1.2,273.12,1575874975000,228.46
wibee-14004-01,Energy,/rabanales,1.19,271.6,1575867172000,228.09
wibee-14004-01,Energy,/rabanales,1.2,274.2,1575870173000,229.28
wibee-14004-01,Energy,/rabanales,7.98,1792.21,1575886678000,224.56
wibee-14004-01,Energy,/rabanales,8.0,1793.6,1575885178000,224.22
wibee-14004-01,Energy,/rabanales,7.11,1598.5,1575887879000,224.84
wibee-14004-01,Energy,/rabanales,1.18,267.51,1575888479000,225.76
wibee-14004-01,Energy,/rabanales,1.23,278.21,1575889079000,225.36
wibee-14004-01,Energy,/rabanales,1.17,264.44,1575891480000,225.98
wibee-14004-01,Energy,/rabanales,1.18,266.91,1575892680000,225.32
wibee-14004-01,Energy,/rabanales,1.17,264.12,1575892981000,225.14
wibee-14004-01,Energy,/rabanales,1.15,260.6,1575888179000,226.27
wibee-14004-01,Energy,/rabanales,1.68,384.19,1575907385000,228.35
wibee-14004-01,Energy,/rabanales,2.17,493.81,1575908285000,227.63
wibee-14004-01,Energy,/rabanales,1.97,446.68,1575909786000,226.89
wibee-14004-01,Energy,/rabanales,2.0,450.91,1575910686000,225.88
wibee-14004-01,Energy,/rabanales,1.98,447.01,1575910986000,226.25
wibee-14004-01,Energy,/rabanales,1.98,449.45,1575911286000,226.65
wibee-14004-01,Energy,/rabanales,2.23,499.67,1575912187000,224.14
wibee-14004-01,Energy,/rabanales,2.01,453.72,1575913987000,225.45
wibee-14004-01,Energy,/rabanales,2.01,452.19,1575914887000,224.88
wibee-14004-01,Energy,/rabanales,18.42,4110.61,1575920889000,223.21
wibee-14004-01,Energy,/rabanales,14.3,3182.15,1575921490000,222.59
wibee-14004-01,Energy,/rabanales,2.86,637.93,1575922990000,223.33
wibee-14004-01,Energy,/rabanales,1.8,404.99,1575923890000,224.61
wibee-14004-01,Energy,/rabanales,1.65,372.17,1575924791000,225.89
wibee-14004-01,Energy,/rabanales,1.81,408.46,1575925691000,225.63
wibee-14004-01,Energy,/rabanales,2.82,629.87,1575922690000,223.1
wibee-14004-01,Energy,/rabanales,1.21,275.81,1575928092000,227.72
wibee-14004-01,Energy,/rabanales,1.21,275.98,1575929292000,227.93
wibee-14004-01,Energy,/rabanales,1.24,283.57,1575945497000,228.12
wibee-14004-01,Energy,/rabanales,1.25,284.84,1575945797000,227.92
wibee-14004-01,Energy,/rabanales,1.06,241.04,1575946698000,228.32
wibee-14004-01,Energy,/rabanales,1.18,266.83,1575950599000,226.75
wibee-14004-01,Energy,/rabanales,1.23,278.79,1575951199000,226.71
wibee-14004-01,Energy,/rabanales,1.19,269.86,1575952099000,227.08
wibee-14004-01,Energy,/rabanales,1.19,269.54,1575952399000,226.55
wibee-14004-01,Energy,/rabanales,1.24,283.85,1575945197000,228.2
wibee-14004-01,Energy,/rabanales,1.18,265.63,1575953000000,226.06
wibee-14004-01,Energy,/rabanales,19.27,4287.31,1575962603000,222.53
wibee-14004-01,Energy,/rabanales,12.72,2843.64,1575962303000,223.53
wibee-14004-01,Energy,/rabanales,7.77,1738.63,1575963803000,223.87
wibee-14004-01,Energy,/rabanales,11.3,2534.86,1575961102000,224.41
wibee-14004-01,Energy,/rabanales,4.04,908.87,1575961702000,224.71
wibee-14004-01,Energy,/rabanales,3.1,695.36,1575962002000,224.24
wibee-14004-01,Energy,/rabanales,9.67,2163.95,1575962903000,223.72
wibee-14004-01,Energy,/rabanales,9.68,2169.09,1575963203000,224.13
wibee-14004-01,Energy,/rabanales,1.61,365.73,1575965003000,226.54
wibee-14004-01,Energy,/rabanales,1.56,350.65,1575990511000,224.59
wibee-14004-01,Energy,/rabanales,1.2,271.84,1575983309000,226.89
wibee-14004-01,Energy,/rabanales,1.09,246.37,1575985410000,225.47
wibee-14004-01,Energy,/rabanales,2.06,463.67,1575986010000,225.5
wibee-14004-01,Energy,/rabanales,1.71,386.81,1575987210000,225.9
wibee-14004-01,Energy,/rabanales,1.23,277.91,1575995913000,225.05
wibee-14004-01,Energy,/rabanales,1.23,280.32,1575996213000,227.26
wibee-14004-01,Energy,/rabanales,1.18,264.99,1575994113000,224.2
wibee-14004-01,Energy,/rabanales,1.2,265.9,1575995013000,222.1
wibee-14004-01,Energy,/rabanales,2.06,470.04,1576010018000,227.73
wibee-14004-01,Energy,/rabanales,2.08,469.42,1576011518000,226.06
wibee-14004-01,Energy,/rabanales,2.07,468.85,1576011818000,226.81
wibee-14004-01,Energy,/rabanales,1.63,370.47,1576013619000,227.57
wibee-14004-01,Energy,/rabanales,1.82,408.35,1576016020000,224.89
wibee-14004-01,Energy,/rabanales,1.81,415.85,1576018420000,228.13
wibee-14004-01,Energy,/rabanales,2.29,524.1,1576010918000,229.03
wibee-14004-01,Energy,/rabanales,1.82,414.2,1576017520000,227.34
wibee-14004-01,Energy,/rabanales,1.82,415.23,1576018720000,228.4
wibee-14004-01,Energy,/rabanales,1.24,283.05,1576033425000,227.63
wibee-14004-01,Energy,/rabanales,1.2,269.94,1576035526000,225.33
wibee-14004-01,Energy,/rabanales,1.25,281.49,1576038227000,225.28
wibee-14004-01,Energy,/rabanales,1.24,277.73,1576040927000,224.85
wibee-14004-01,Energy,/rabanales,1.19,266.54,1576041228000,223.41
wibee-14004-01,Energy,/rabanales,1.22,270.45,1576044229000,222.42
wibee-14004-01,Energy,/rabanales,1.19,269.15,1576045129000,225.38
wibee-14004-01,Energy,/rabanales,1.19,266.35,1576046029000,224.54
wibee-14004-01,Energy,/rabanales,1.24,279.52,1576040027000,224.6
wibee-14004-01,Energy,/rabanales,7.56,1722.97,1576061034000,227.81
wibee-14004-01,Energy,/rabanales,12.14,2761.05,1576062534000,227.48
wibee-14004-01,Energy,/rabanales,1.05,240.11,1576060734000,228.95
wibee-14004-01,Energy,/rabanales,1.19,269.94,1576067936000,226.24
wibee-14004-01,Energy,/rabanales,1.18,268.25,1576070637000,227.85
wibee-14004-01,Energy,/rabanales,1.19,270.73,1576071837000,228.46
wibee-14004-01,Energy,/rabanales,1.17,267.99,1576072438000,228.96
wibee-14004-01,Energy,/rabanales,1.23,276.26,1576066436000,224.4
wibee-14004-01,Energy,/rabanales,1.17,264.8,1576067336000,226.81
wibee-14004-01,Energy,/rabanales,8.08,1827.06,1576094344000,226.03
wibee-14004-01,Energy,/rabanales,2.23,500.35,1576093444000,224.63
wibee-14004-01,Energy,/rabanales,2.21,500.32,1576093744000,226.38
wibee-14004-01,Energy,/rabanales,2.22,503.13,1576094044000,226.77
wibee-14004-01,Energy,/rabanales,2.04,460.59,1576096745000,225.31
wibee-14004-01,Energy,/rabanales,2.32,526.62,1576099446000,227.26
wibee-14004-01,Energy,/rabanales,2.28,520.19,1576099746000,227.91
wibee-14004-01,Energy,/rabanales,1.77,402.17,1576101247000,227.41
wibee-14004-01,Energy,/rabanales,1.64,375.73,1576101547000,229.09
wibee-14004-01,Energy,/rabanales,1.64,378.53,1576103647000,230.26
wibee-14004-01,Energy,/rabanales,1.63,369.65,1576105448000,226.17
wibee-14004-01,Energy,/rabanales,1.63,371.72,1576107249000,227.64
wibee-14004-01,Energy,/rabanales,1.79,402.08,1576111450000,224.91
wibee-14004-01,Energy,/rabanales,1.79,402.2,1576111750000,225.17
wibee-14004-01,Energy,/rabanales,1.25,280.98,1576112050000,225.39
wibee-14004-01,Energy,/rabanales,1.19,271.25,1576115351000,226.55
wibee-14004-01,Energy,/rabanales,1.21,273.57,1576116852000,225.27
wibee-14004-01,Energy,/rabanales,1.2,270.12,1576117452000,225.44
wibee-14004-01,Energy,/rabanales,7.68,1713.11,1576132757000,223.07
wibee-14004-01,Energy,/rabanales,8.11,1829.08,1576133657000,225.4
wibee-14004-01,Energy,/rabanales,9.37,2115.07,1576135158000,225.65
wibee-14004-01,Energy,/rabanales,1.2,274.26,1576128856000,227.63
wibee-14004-01,Energy,/rabanales,1.18,263.22,1576132157000,223.59
wibee-14004-01,Energy,/rabanales,1.19,270.95,1576136358000,227.49
wibee-14004-01,Energy,/rabanales,1.18,265.12,1576138459000,225.39
wibee-14004-01,Energy,/rabanales,1.01,227.22,1576131556000,225.25
wibee-14004-01,Energy,/rabanales,1.2,273.1,1576136958000,227.8
wibee-14004-01,Energy,/rabanales,1.17,264.9,1576158565000,225.81
wibee-14004-01,Energy,/rabanales,8.75,1961.33,1576160966000,224.11
wibee-14004-01,Energy,/rabanales,1.7,384.92,1576159765000,226.26
wibee-14004-01,Energy,/rabanales,1.19,267.87,1576152263000,225.74
wibee-14004-01,Energy,/rabanales,1.16,262.27,1576154964000,225.26
wibee-14004-01,Energy,/rabanales,1.34,298.94,1576163066000,223.63
wibee-14004-01,Energy,/rabanales,1.22,273.82,1576163967000,224.13
wibee-14004-01,Energy,/rabanales,1.18,264.18,1576165467000,224.73
wibee-14004-01,Energy,/rabanales,1.17,263.99,1576165767000,224.84
wibee-14004-01,Energy,/rabanales,12.46,2818.31,1576193376000,226.27
wibee-14004-01,Energy,/rabanales,2.07,456.28,1576186774000,225.57
wibee-14004-01,Energy,/rabanales,2.05,462.63,1576187074000,226.13
wibee-14004-01,Energy,/rabanales,2.25,509.27,1576187974000,226.57
wibee-14004-01,Energy,/rabanales,2.23,507.29,1576188274000,227.97
wibee-14004-01,Energy,/rabanales,2.07,464.78,1576192176000,224.59
wibee-14004-01,Energy,/rabanales,2.29,519.2,1576184373000,226.52
wibee-14004-01,Energy,/rabanales,2.5,565.5,1576187674000,226.16
wibee-14004-01,Energy,/rabanales,1.83,419.26,1576189775000,229.2
wibee-14004-01,Energy,/rabanales,1.29,292.08,1576206880000,226.31
wibee-14004-01,Energy,/rabanales,1.31,296.41,1576208381000,225.81
wibee-14004-01,Energy,/rabanales,1.29,290.99,1576209281000,226.06
wibee-14004-01,Energy,/rabanales,1.28,289.51,1576210181000,225.95
wibee-14004-01,Energy,/rabanales,1.32,297.15,1576211982000,225.32
wibee-14004-01,Energy,/rabanales,1.28,286.95,1576213182000,224.49
wibee-14004-01,Energy,/rabanales,1.3,295.0,1576208681000,226.24
wibee-14004-01,Energy,/rabanales,1.28,288.13,1576211082000,225.1
wibee-14004-01,Energy,/rabanales,1.27,285.0,1576211382000,225.23
wibee-14004-01,Energy,/rabanales,7.16,1613.89,1576222185000,225.35
wibee-14004-01,Energy,/rabanales,9.01,2008.69,1576220985000,223.06
wibee-14004-01,Energy,/rabanales,1.51,343.97,1576225786000,227.63
wibee-14004-01,Energy,/rabanales,1.65,374.65,1576226987000,227.17
wibee-14004-01,Energy,/rabanales,1.25,284.52,1576223986000,226.72
wibee-14004-01,Energy,/rabanales,1.27,286.93,1576224586000,225.79
wibee-14004-01,Energy,/rabanales,1.23,277.48,1576224886000,225.45
wibee-14004-01,Energy,/rabanales,2.9,658.64,1576227287000,227.2
wibee-14004-01,Energy,/rabanales,1.28,289.5,1576223686000,226.82
wibee-14004-01,Energy,/rabanales,1.23,281.13,1576240191000,227.99
wibee-14004-01,Energy,/rabanales,1.22,280.85,1576241691000,229.61
wibee-14004-01,Energy,/rabanales,1.23,278.04,1576241992000,226.97
wibee-14004-01,Energy,/rabanales,1.23,275.08,1576244092000,224.43
wibee-14004-01,Energy,/rabanales,1.25,281.32,1576245893000,224.81
wibee-14004-01,Energy,/rabanales,1.24,278.82,1576247393000,224.58
wibee-14004-01,Energy,/rabanales,1.42,318.9,1576253695000,224.45
wibee-14004-01,Energy,/rabanales,1.25,280.76,1576255496000,224.93
wibee-14004-01,Energy,/rabanales,0.99,221.18,1576252195000,223.32
wibee-14004-01,Energy,/rabanales,8.49,1898.84,1576265399000,223.54
wibee-14004-01,Energy,/rabanales,2.28,510.09,1576266899000,223.71
wibee-14004-01,Energy,/rabanales,2.31,522.61,1576270029000,226.51
wibee-14004-01,Energy,/rabanales,2.29,520.18,1576270929000,227.14
wibee-14004-01,Energy,/rabanales,2.11,479.61,1576272130000,227.27
wibee-14004-01,Energy,/rabanales,2.03,460.22,1576273330000,226.93
wibee-14004-01,Energy,/rabanales,1.24,280.45,1576264799000,225.93
wibee-14004-01,Energy,/rabanales,1.23,277.58,1576265099000,225.34
wibee-14004-01,Energy,/rabanales,2.08,470.7,1576268828000,226.01
wibee-14004-01,Energy,/rabanales,2.07,470.94,1576280532000,227.7
wibee-14004-01,Energy,/rabanales,1.23,279.64,1576281433000,227.58
wibee-14004-01,Energy,/rabanales,1.18,270.13,1576282633000,228.74
wibee-14004-01,Energy,/rabanales,1.17,264.27,1576284734000,225.21
wibee-14004-01,Energy,/rabanales,1.21,275.78,1576286234000,227.11
wibee-14004-01,Energy,/rabanales,1.2,272.44,1576286534000,227.44
wibee-14004-01,Energy,/rabanales,1.18,267.59,1576288035000,225.91
wibee-14004-01,Energy,/rabanales,1.18,272.0,1576282933000,229.79
wibee-14004-01,Energy,/rabanales,1.18,271.8,1576283233000,230.3
wibee-14004-01,Energy,/rabanales,1.19,268.77,1576299738000,226.15
wibee-14004-01,Energy,/rabanales,1.17,263.51,1576300639000,224.53
wibee-14004-01,Energy,/rabanales,1.2,269.54,1576303039000,225.03
wibee-14004-01,Energy,/rabanales,1.19,268.99,1576303340000,225.76
wibee-14004-01,Energy,/rabanales,1.19,267.91,1576303940000,224.64
wibee-14004-01,Energy,/rabanales,1.15,257.8,1576300339000,224.08
wibee-14004-01,Energy,/rabanales,1.18,267.0,1576304840000,225.42
wibee-14004-01,Energy,/rabanales,1.21,270.07,1576306340000,222.5
wibee-14004-01,Energy,/rabanales,1.19,267.82,1576307241000,224.3
wibee-14004-01,Energy,/rabanales,1.24,277.49,1576327647000,222.9
wibee-14004-01,Energy,/rabanales,7.18,1621.52,1576322546000,225.74
wibee-14004-01,Energy,/rabanales,7.9,1766.6,1576323746000,223.52
wibee-14004-01,Energy,/rabanales,1.24,276.84,1576327347000,223.69
wibee-14004-01,Energy,/rabanales,1.2,269.64,1576328848000,224.83
wibee-14004-01,Energy,/rabanales,1.19,266.91,1576329148000,224.18
wibee-14004-01,Energy,/rabanales,1.24,280.81,1576330048000,226.27
wibee-14004-01,Energy,/rabanales,1.21,270.44,1576330648000,224.01
wibee-14004-01,Energy,/rabanales,1.17,263.33,1576331548000,224.51
wibee-14004-01,Energy,/rabanales,8.1,1830.59,1576342952000,226.07
wibee-14004-01,Energy,/rabanales,1.99,449.29,1576343252000,225.96
wibee-14004-01,Energy,/rabanales,2.06,465.63,1576343552000,226.07
wibee-14004-01,Energy,/rabanales,2.08,468.58,1576343852000,224.77
wibee-14004-01,Energy,/rabanales,1.73,385.03,1576344152000,222.93
wibee-14004-01,Energy,/rabanales,2.26,505.24,1576344453000,223.45
wibee-14004-01,Energy,/rabanales,2.51,568.96,1576345353000,227.06
wibee-14004-01,Energy,/rabanales,2.81,637.47,1576345653000,226.93
wibee-14004-01,Energy,/rabanales,2.31,519.81,1576345053000,225.4
wibee-14004-01,Energy,/rabanales,14.47,3234.0,1576357677000,223.45
wibee-14004-01,Energy,/rabanales,8.74,1976.39,1576358877000,226.22
wibee-14004-01,Energy,/rabanales,1.91,432.15,1576355576000,225.99
wibee-14004-01,Energy,/rabanales,1.9,430.49,1576355876000,226.21
wibee-14004-01,Energy,/rabanales,1.93,433.52,1576356177000,224.64
wibee-14004-01,Energy,/rabanales,12.2,2719.67,1576357077000,222.99
wibee-14004-01,Energy,/rabanales,2.05,463.15,1576360378000,226.47
wibee-14004-01,Energy,/rabanales,2.56,580.92,1576363079000,227.17
wibee-14004-01,Energy,/rabanales,2.55,581.33,1576363379000,227.57
wibee-14004-01,Energy,/rabanales,1.23,278.23,1576376883000,226.52
wibee-14004-01,Energy,/rabanales,1.25,284.75,1576377483000,227.72
wibee-14004-01,Energy,/rabanales,1.19,269.83,1576378384000,227.24
wibee-14004-01,Energy,/rabanales,1.2,275.24,1576380184000,229.01
wibee-14004-01,Energy,/rabanales,1.24,282.15,1576380784000,228.23
wibee-14004-01,Energy,/rabanales,1.24,280.18,1576383485000,225.65
wibee-14004-01,Energy,/rabanales,1.21,273.19,1576385286000,226.11
wibee-14004-01,Energy,/rabanales,1.2,273.28,1576386186000,227.48
wibee-14004-01,Energy,/rabanales,1.21,274.4,1576385586000,225.95
wibee-14004-01,Energy,/rabanales,7.08,1586.18,1576410194000,224.11
wibee-14004-01,Energy,/rabanales,1.96,441.47,1576403291000,224.79
wibee-14004-01,Energy,/rabanales,1.59,357.92,1576403592000,225.56
wibee-14004-01,Energy,/rabanales,2.04,460.1,1576404792000,225.06
wibee-14004-01,Energy,/rabanales,7.58,1710.4,1576406593000,225.7
wibee-14004-01,Energy,/rabanales,1.19,268.87,1576407193000,225.74
wibee-14004-01,Energy,/rabanales,1.24,275.61,1576414395000,225.14
wibee-14004-01,Energy,/rabanales,1.26,282.43,1576414695000,224.59
wibee-14004-01,Energy,/rabanales,1.78,399.9,1576400591000,224.6
wibee-14004-01,Energy,/rabanales,1.23,278.57,1576422798000,226.88
wibee-14004-01,Energy,/rabanales,1.23,277.35,1576423098000,225.22
wibee-14004-01,Energy,/rabanales,1.22,274.63,1576423398000,225.23
wibee-14004-01,Energy,/rabanales,1.17,264.91,1576424298000,225.83
wibee-14004-01,Energy,/rabanales,1.18,266.29,1576424598000,225.39
wibee-14004-01,Energy,/rabanales,1.19,268.65,1576424898000,225.36
wibee-14004-01,Energy,/rabanales,1.19,267.03,1576426399000,225.24
wibee-14004-01,Energy,/rabanales,1.26,284.02,1576429400000,225.63
wibee-14004-01,Energy,/rabanales,1.25,287.3,1576432101000,229.24
wibee-14004-01,Energy,/rabanales,2.32,522.81,1576445005000,226.05
wibee-14004-01,Energy,/rabanales,1.62,370.42,1576448306000,228.25
wibee-14004-01,Energy,/rabanales,1.62,369.88,1576448906000,227.68
wibee-14004-01,Energy,/rabanales,1.72,395.03,1576449206000,229.25
wibee-14004-01,Energy,/rabanales,1.75,395.27,1576449806000,226.41
wibee-14004-01,Energy,/rabanales,1.59,361.06,1576450407000,226.92
wibee-14004-01,Energy,/rabanales,1.2,274.84,1576454608000,228.42
wibee-14004-01,Energy,/rabanales,1.19,272.96,1576454908000,228.98
wibee-14004-01,Energy,/rabanales,1.2,272.21,1576457309000,227.45
wibee-14004-01,Energy,/rabanales,12.64,2832.63,1576476815000,224.07
wibee-14004-01,Energy,/rabanales,1.74,390.28,1576478315000,224.23
wibee-14004-01,Energy,/rabanales,2.3,524.21,1576479216000,227.84
wibee-14004-01,Energy,/rabanales,1.96,449.31,1576479516000,229.16
