accelerometer_7,analog_in_4,digital_in_1,digital_in_2,digital_in_3,entity_id,entity_type,fiware_servicepath,luminosity_6,temperature_5,time_index
'{"x": 0.024, "y": 0.011, "z": 1.016}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576355271000
'{"x": 0.024, "y": 0.011, "z": 1.016}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576355540000
'{"x": 0.024, "y": 0.011, "z": 1.016}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576355674000
'{"x": 0.023, "y": 0.011, "z": 1.019}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576355741000
'{"x": 0.022, "y": 0.011, "z": 1.016}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576355774000
'{"x": 0.024, "y": 0.009, "z": 1.019}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576355942000
'{"x": 0.025, "y": 0.011, "z": 1.017}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576356009000
'{"x": 0.026, "y": 0.011, "z": 1.015}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576356042000
'{"x": 0.025, "y": 0.01, "z": 1.016}',3.4,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576355607000
'{"x": -0.098, "y": 0.287, "z": 0.938}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.2,1576357818000
'{"x": 0.021, "y": -0.004, "z": 1.018}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576358021000
'{"x": 0.019, "y": -0.022, "z": 1.016}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.3,1576358189000
'{"x": -0.034, "y": 0.026, "z": 1.018}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576357619000
'{"x": 0.03, "y": -0.004, "z": 1.016}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.2,1576358122000
'{"x": -0.04, "y": 0.006, "z": 1.019}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576357049000
'{"x": -0.041, "y": 0.004, "z": 1.02}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576357116000
'{"x": 0.003, "y": 0.01, "z": 1.021}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.2,1576358088000
'{"x": -0.089, "y": -0.02, "z": 1.018}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.2,1576357954000
'{"x": -0.012, "y": 0.013, "z": 1.021}',3.38,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.7,1576359799000
'{"x": -0.008, "y": 0.023, "z": 1.018}',3.38,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.7,1576359531000
'{"x": -0.011, "y": 0.016, "z": 1.015}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.7,1576359665000
'{"x": -0.013, "y": 0.011, "z": 1.015}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.6,1576359833000
'{"x": -0.008, "y": 0.02, "z": 1.017}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.7,1576359464000
'{"x": -0.012, "y": 0.012, "z": 1.022}',3.39,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.6,1576359698000
'{"x": -0.035, "y": -0.008, "z": 1.019}',3.38,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,25.6,1576360302000
'{"x": -0.034, "y": -0.005, "z": 1.018}',3.38,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,25.6,1576360336000
'{"x": -0.035, "y": -0.006, "z": 1.019}',3.38,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,25.6,1576360436000
'{"x": -0.018, "y": -0.002, "z": 1.019}',3.37,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.6,1576363321000
'{"x": -0.02, "y": -0.001, "z": 1.017}',3.37,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576362248000
'{"x": -0.019, "y": 0.0, "z": 1.02}',3.37,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576362348000
'{"x": -0.019, "y": 0.0, "z": 1.016}',3.37,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.8,1576362851000
'{"x": -0.02, "y": 0.0, "z": 1.019}',3.37,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.2,1576362181000
'{"x": -0.02, "y": 0.0, "z": 1.018}',3.37,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.8,1576362717000
'{"x": -0.02, "y": 0.0, "z": 1.018}',3.36,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.7,1576363187000
'{"x": -0.017, "y": 0.0, "z": 1.02}',3.36,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.7,1576363220000
'{"x": -0.02, "y": 0.0, "z": 1.016}',3.36,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.7,1576363354000
'{"x": -0.023, "y": 0.002, "z": 1.022}',3.36,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.5,1576364360000
'{"x": -0.025, "y": 0.002, "z": 1.019}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.5,1576364561000
'{"x": -0.025, "y": 0.002, "z": 1.022}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.5,1576364595000
'{"x": -0.023, "y": 0.002, "z": 1.018}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.5,1576364863000
'{"x": -0.025, "y": 0.003, "z": 1.018}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.5,1576365131000
'{"x": -0.022, "y": 0.003, "z": 1.017}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.4,1576365467000
'{"x": -0.023, "y": 0.003, "z": 1.02}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.4,1576365098000
'{"x": -0.024, "y": 0.001, "z": 1.02}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.5,1576365433000
'{"x": -0.025, "y": 0.0, "z": 1.02}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.5,1576365534000
'{"x": 0.011, "y": -0.092, "z": 1.017}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.8,1576366908000
'{"x": 0.008, "y": -0.091, "z": 1.014}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.8,1576366975000
'{"x": 0.007, "y": -0.093, "z": 1.014}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.9,1576367177000
'{"x": 0.006, "y": -0.091, "z": 1.012}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.9,1576367244000
'{"x": 0.037, "y": -0.102, "z": 1.011}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.9,1576367906000
'{"x": 0.039, "y": -0.109, "z": 1.01}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576367973000
'{"x": 0.007, "y": -0.099, "z": 1.01}',3.36,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.4,1576367705000
'{"x": 0.04, "y": -0.102, "z": 1.011}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.8,1576367872000
'{"x": 0.014, "y": -0.102, "z": 1.01}',3.37,0.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.3,1576367656000
'{"x": 0.029, "y": -0.077, "z": 1.011}',3.34,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576369851000
'{"x": 0.03, "y": -0.074, "z": 1.011}',3.34,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576369918000
'{"x": 0.026, "y": -0.073, "z": 1.013}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576369281000
'{"x": 0.027, "y": -0.073, "z": 1.017}',3.34,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576369314000
'{"x": 0.027, "y": -0.072, "z": 1.013}',3.34,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576369583000
'{"x": 0.024, "y": -0.073, "z": 1.012}',3.35,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576369616000
'{"x": 0.027, "y": -0.073, "z": 1.011}',3.34,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576369448000
'{"x": 0.026, "y": -0.072, "z": 1.014}',3.34,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.1,1576369683000
'{"x": 0.028, "y": -0.073, "z": 1.01}',3.34,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576369784000
'{"x": -0.121, "y": -0.987, "z": -0.004}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576371964000
'{"x": -0.119, "y": -0.985, "z": -0.002}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,25.0,1576372131000
'{"x": -0.121, "y": -0.985, "z": 0.0}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.8,1576373607000
'{"x": -0.123, "y": -0.985, "z": 0.0}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.7,1576373808000
'{"x": -0.122, "y": -0.989, "z": -0.004}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,25.0,1576372165000
'{"x": -0.121, "y": -0.987, "z": -0.005}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.8,1576372601000
'{"x": -0.123, "y": -0.988, "z": -0.005}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.8,1576372702000
'{"x": -0.121, "y": -0.986, "z": -0.002}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.7,1576373875000
'{"x": -0.12, "y": -0.987, "z": -0.002}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.7,1576373708000
'{"x": -0.119, "y": -0.985, "z": -0.004}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.6,1576374948000
'{"x": -0.122, "y": -0.986, "z": 0.0}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.6,1576374982000
'{"x": -0.121, "y": -0.988, "z": -0.001}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.6,1576374781000
'{"x": -0.123, "y": -0.986, "z": -0.001}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.6,1576375149000
'{"x": -0.123, "y": -0.987, "z": -0.001}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.6,1576375283000
'{"x": -0.12, "y": -0.986, "z": -0.006}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.6,1576374848000
'{"x": -0.12, "y": -0.988, "z": -0.001}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,16.0,24.6,1576375015000
'{"x": -0.122, "y": -0.985, "z": -0.003}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.6,1576375216000
'{"x": -0.12, "y": -0.985, "z": -0.004}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.6,1576374814000
'{"x": -0.122, "y": -0.986, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576376859000
'{"x": -0.121, "y": -0.982, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576377362000
'{"x": -0.122, "y": -0.988, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576377530000
'{"x": -0.121, "y": -0.985, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576376423000
'{"x": -0.121, "y": -0.984, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576377060000
'{"x": -0.122, "y": -0.986, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576377094000
'{"x": -0.122, "y": -0.986, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576377194000
'{"x": -0.119, "y": -0.987, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576377262000
'{"x": -0.12, "y": -0.988, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.5,1576377128000
'{"x": -0.122, "y": -0.986, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.4,1576379340000
'{"x": -0.121, "y": -0.986, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.4,1576379139000
'{"x": -0.121, "y": -0.987, "z": -0.005}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576379474000
'{"x": -0.121, "y": -0.987, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576379541000
'{"x": -0.119, "y": -0.989, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576379675000
'{"x": -0.121, "y": -0.986, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576379742000
'{"x": -0.121, "y": -0.987, "z": -0.005}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576379809000
'{"x": -0.12, "y": -0.986, "z": -0.006}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.4,1576379206000
'{"x": -0.12, "y": -0.986, "z": -0.005}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576379374000
'{"x": -0.121, "y": -0.986, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.2,1576382424000
'{"x": -0.119, "y": -0.987, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.2,1576382692000
'{"x": -0.121, "y": -0.988, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576381586000
'{"x": -0.123, "y": -0.984, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576381922000
'{"x": -0.121, "y": -0.985, "z": -0.005}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.3,1576382022000
'{"x": -0.121, "y": -0.986, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.2,1576382458000
'{"x": -0.121, "y": -0.984, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.2,1576382558000
'{"x": -0.122, "y": -0.986, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576382759000
'{"x": -0.12, "y": -0.987, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.2,1576381854000
'{"x": -0.122, "y": -0.988, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576384569000
'{"x": -0.122, "y": -0.987, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.2,1576384067000
'{"x": -0.121, "y": -0.989, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576384335000
'{"x": -0.118, "y": -0.986, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576384603000
'{"x": -0.12, "y": -0.988, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576383799000
'{"x": -0.12, "y": -0.989, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576384167000
'{"x": -0.12, "y": -0.987, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576384301000
'{"x": -0.12, "y": -0.986, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576384435000
'{"x": -0.121, "y": -0.986, "z": -0.005}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.2,1576384000000
'{"x": -0.12, "y": -0.987, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576385876000
'{"x": -0.123, "y": -0.987, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576385776000
'{"x": -0.122, "y": -0.987, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576385843000
'{"x": -0.119, "y": -0.989, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576385977000
'{"x": -0.119, "y": -0.985, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576386044000
'{"x": -0.12, "y": -0.987, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576386279000
'{"x": -0.12, "y": -0.988, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576386580000
'{"x": -0.121, "y": -0.985, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576386748000
'{"x": -0.12, "y": -0.988, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.1,1576386446000
'{"x": -0.119, "y": -0.986, "z": 0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576388055000
'{"x": -0.119, "y": -0.987, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576387854000
'{"x": -0.119, "y": -0.986, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576387887000
'{"x": -0.122, "y": -0.985, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576387954000
'{"x": -0.119, "y": -0.987, "z": -0.002}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576387988000
'{"x": -0.124, "y": -0.985, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576388021000
'{"x": -0.123, "y": -0.985, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576388088000
'{"x": -0.119, "y": -0.985, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576388122000
'{"x": -0.121, "y": -0.988, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576388155000
'{"x": -0.121, "y": -0.987, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576390233000
'{"x": -0.121, "y": -0.987, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576390300000
'{"x": -0.118, "y": -0.987, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576390467000
'{"x": -0.119, "y": -0.986, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576390601000
'{"x": -0.121, "y": -0.986, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576391070000
'{"x": -0.122, "y": -0.984, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576391405000
'{"x": -0.12, "y": -0.985, "z": -0.005}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,15.0,24.0,1576390635000
'{"x": -0.12, "y": -0.985, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576391271000
'{"x": -0.12, "y": -0.989, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576391372000
'{"x": -0.122, "y": -0.985, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,23.9,1576393214000
'{"x": -0.121, "y": -0.989, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576394052000
'{"x": -0.118, "y": -0.987, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576392980000
'{"x": -0.122, "y": -0.986, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576393013000
'{"x": -0.122, "y": -0.986, "z": -0.007}',3.33,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,23.9,1576393114000
'{"x": -0.122, "y": -0.986, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576393449000
'{"x": -0.121, "y": -0.983, "z": -0.004}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576394219000
'{"x": -0.119, "y": -0.987, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,23.9,1576394253000
'{"x": -0.12, "y": -0.986, "z": -0.002}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,23.9,1576393985000
'{"x": -0.121, "y": -0.986, "z": 0.0}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576395291000
'{"x": -0.119, "y": -0.985, "z": -0.001}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576395626000
'{"x": -0.122, "y": -0.989, "z": -0.003}',3.32,1.0,0.0,0.0,nodettn-001,Ambient,/rabanales,14.0,24.0,1576395660000
