3771,Poor,North,37.806183,West,-5.099167,-104,7,4,20,"Avenida María Auxiliadora",20,2020-06-11T05:08:12.000
3771,Poor,North,37.8062,West,-5.099167,-101,8,1,20,"Avenida María Auxiliadora",20,2020-06-11T05:08:19.000
3770,Poor,North,37.806217,West,-5.099167,-105,8,2,20,"Avenida María Auxiliadora",20,2020-06-11T05:08:24.000
3772,Good,North,37.806267,West,-5.099167,-108,6,0,20,"Avenida María Auxiliadora",20,2020-06-11T05:08:30.000
3771,Poor,North,37.8063,West,-5.0993333,-98,7,6,20,"Avenida María Auxiliadora",20,2020-06-11T05:08:34.000
3768,Poor,North,37.806316,West,-5.0995,-99,7,5,20,"Avenida María Auxiliadora",18,2020-06-11T05:08:40.000
3770,Poor,North,37.806366,West,-5.0996666,-98,8,5,20,"Avenida María Auxiliadora",,2020-06-11T05:08:46.000
3768,Poor,North,37.806385,West,-5.0996666,-96,8,6,18,"Avenida María Auxiliadora",,2020-06-11T05:08:50.000
3767,Poor,North,37.806366,West,-5.0998335,-100,7,5,20,"Avenida María Auxiliadora",,2020-06-11T05:08:56.000
3770,Poor,North,37.80635,West,-5.0998335,-96,8,5,20,"Avenida María Auxiliadora",,2020-06-11T05:09:02.000
3768,Poor,North,37.806133,West,-5.1,-104,7,4,20,"Avenida de Andalucía",48,2020-06-11T05:09:13.000
3768,Poor,North,37.8061,West,-5.1,-99,7,5,20,"Avenida de Andalucía",48,2020-06-11T05:09:38.000
3768,Poor,North,37.8061,West,-5.1,-99,7,5,20,"Avenida de Andalucía",48,2020-06-11T05:09:43.000
3765,Poor,North,37.805683,West,-5.1,-103,7,6,20,"Avenida de Andalucía",47,2020-06-11T05:10:02.000
3766,Poor,North,37.805134,West,-5.0996666,-103,7,5,20,"Avenida de Andalucía",,2020-06-11T05:10:07.000
3766,Poor,North,37.805035,West,-5.0996666,-98,7,6,20,"Avenida de Andalucía",,2020-06-11T05:10:12.000
3764,Poor,North,37.80475,West,-5.0995,-95,7,7,20,"Avenida de Andalucía",43,2020-06-11T05:10:23.000
3764,Poor,North,37.804466,West,-5.0995,-104,7,2,20,"Avenida de Andalucía",45,2020-06-11T05:10:44.000
3765,Poor,North,37.803684,West,-5.0998335,-106,8,6,20,"Plaza Don Antonio Gómez Aguilar",,2020-06-11T05:10:56.000
3765,Poor,North,37.803417,West,-5.100333,-105,8,4,20,"Avenida de Andalucía",23,2020-06-11T05:11:02.000
3765,Poor,North,37.803318,West,-5.1005,-105,7,3,20,"Avenida de Andalucía",21,2020-06-11T05:11:08.000
3762,Poor,North,37.803185,West,-5.1008334,-103,7,5,20,"Avenida de Andalucía",16,2020-06-11T05:11:14.000
3763,Poor,North,37.80315,West,-5.101,-106,8,3,20,"Avenida de Andalucía",14,2020-06-11T05:11:20.000
3764,Poor,North,37.80305,West,-5.101333,-108,7,0,20,"Avenida de Andalucía",,2020-06-11T05:11:31.000
3765,Poor,North,37.802734,West,-5.1021667,-105,6,3,20,"Avenida de Andalucía",5,2020-06-11T05:11:40.000
3765,Poor,North,37.802685,West,-5.1025,-104,8,4,20,"Avenida de Andalucía",2,2020-06-11T05:11:45.000
