4067,Poor,North,37.802082,West,-5.1088333,-83,9,6,24,"Calle Santiago",1,2020-06-08T06:27:30.000
4068,Poor,North,37.8021,West,-5.1088333,-75,8,8,24,"Calle Santiago",1,2020-06-08T06:27:36.000
4067,Poor,North,37.802116,West,-5.109,-81,8,6,24,"Calle Santiago",,2020-06-08T06:27:41.000
4067,Poor,North,37.802116,West,-5.109,-74,8,6,24,"Calle Santiago",,2020-06-08T06:27:49.000
4068,Poor,North,37.802082,West,-5.1091666,-80,10,7,24,"Calle Triana",22,2020-06-08T06:27:58.000
4068,Poor,North,37.802082,West,-5.1093335,-75,9,6,24,"Calle Triana",20,2020-06-08T06:28:03.000
4067,Poor,North,37.802116,West,-5.1095,-87,8,7,24,"Calle Santiago",5,2020-06-08T06:28:09.000
4067,Poor,North,37.80213,West,-5.1095,-95,7,7,24,"Calle Santiago",5,2020-06-08T06:28:15.000
4066,Poor,North,37.80213,West,-5.109667,-80,8,7,24,"Calle Santiago",7,2020-06-08T06:28:21.000
4067,Poor,North,37.802166,West,-5.1098332,-82,9,6,24,"Calle Santiago",11,2020-06-08T06:28:27.000
4068,Poor,North,37.80215,West,-5.1098332,-87,8,7,24,"Calle Santiago",11,2020-06-08T06:28:32.000
4067,Poor,North,37.802166,West,-5.11,-97,10,6,24,"Calle Santiago",11,2020-06-08T06:28:37.000
4068,Poor,North,37.802185,West,-5.11,-86,10,7,24,"Calle Santiago",13,2020-06-08T06:28:42.000
4068,Poor,North,37.8022,West,-5.1101665,-82,9,6,25,"Plaza de Lavaderos",,2020-06-08T06:28:49.000
4068,Poor,North,37.802235,West,-5.1103334,-100,7,6,24,"Calle Santiago",26,2020-06-08T06:28:54.000
4068,Poor,North,37.80225,West,-5.1103334,-90,8,6,24,"Calle Santiago",26,2020-06-08T06:29:01.000
4066,Poor,North,37.80225,West,-5.1105,-99,8,5,24,"Calle Santiago",28T,2020-06-08T06:29:06.000
4068,Poor,North,37.802235,West,-5.1105,-88,7,7,24,"Calle Santiago",28T,2020-06-08T06:29:11.000
4067,Poor,North,37.802216,West,-5.1106668,-92,8,6,24,"Calle Sevilla",1,2020-06-08T06:29:17.000
4068,Poor,North,37.802185,West,-5.1106668,-89,8,7,24,"Calle Sevilla",1,2020-06-08T06:29:22.000
4068,Poor,North,37.802166,West,-5.110833,-94,9,6,24,"Calle Sevilla",3,2020-06-08T06:29:27.000
4066,Poor,North,37.802116,West,-5.110833,-98,10,6,24,"Calle Sevilla",2,2020-06-08T06:29:33.000
4066,Poor,North,37.802082,West,-5.110833,-94,9,8,24,"Calle Sevilla",5,2020-06-08T06:29:40.000
4068,Poor,North,37.802032,West,-5.111,-97,9,6,24,"Calle Sevilla",6,2020-06-08T06:29:45.000
4065,Poor,North,37.802,West,-5.111,-101,11,5,25,"Calle Sevilla",6,2020-06-08T06:29:50.000
4064,Poor,North,37.801933,West,-5.111,-98,11,6,24,"Calle Sevilla",7,2020-06-08T06:29:57.000
4067,Poor,North,37.801884,West,-5.1111665,-92,11,7,25,"Calle Sevilla",8,2020-06-08T06:30:03.000
