3639,Poor,North,37.806232,West,-5.099167,-106,8,4,26,"Avenida María Auxiliadora",20,2020-05-27T06:00:35.000
3638,Poor,North,37.806232,West,-5.099167,-108,8,1,25,"Avenida María Auxiliadora",20,2020-05-27T06:00:55.000
3639,Poor,North,37.806217,West,-5.099167,-108,7,1,26,"Avenida María Auxiliadora",20,2020-05-27T06:01:15.000
3639,Poor,North,37.8062,West,-5.099167,-106,8,4,25,"Avenida María Auxiliadora",20,2020-05-27T06:01:35.000
3638,Poor,North,37.806183,West,-5.099167,-108,8,4,25,"Avenida María Auxiliadora",20,2020-05-27T06:01:55.000
3639,Poor,North,37.806183,West,-5.099167,-105,6,4,25,"Avenida María Auxiliadora",20,2020-05-27T06:02:15.000
3638,Poor,North,37.8062,West,-5.099167,-106,8,3,26,"Avenida María Auxiliadora",20,2020-05-27T06:02:35.000
3638,Poor,North,37.806183,West,-5.099167,-105,8,4,26,"Avenida María Auxiliadora",20,2020-05-27T06:02:55.000
3640,Poor,North,37.806217,West,-5.099167,-106,6,3,25,"Avenida María Auxiliadora",20,2020-05-27T06:03:15.000
3639,Poor,North,37.8062,West,-5.099167,-106,8,3,25,"Avenida María Auxiliadora",20,2020-05-27T06:03:35.000
3639,Poor,North,37.8062,West,-5.099167,-107,9,3,26,"Avenida María Auxiliadora",20,2020-05-27T06:03:55.000
3639,Poor,North,37.806217,West,-5.099167,-108,9,1,25,"Avenida María Auxiliadora",20,2020-05-27T06:04:15.000
3639,Poor,North,37.806217,West,-5.099167,-109,8,0,25,"Avenida María Auxiliadora",20,2020-05-27T06:04:35.000
3639,Poor,North,37.806217,West,-5.099167,-106,9,3,25,"Avenida María Auxiliadora",20,2020-05-27T06:04:55.000
3639,Poor,North,37.8062,West,-5.099167,-107,7,2,26,"Avenida María Auxiliadora",20,2020-05-27T06:05:13.000
3632,Poor,North,37.8062,West,-5.099167,-106,7,5,25,"Avenida María Auxiliadora",20,2020-05-27T06:05:20.000
3631,Poor,North,37.806217,West,-5.099167,-113,7,-3,25,"Avenida María Auxiliadora",20,2020-05-27T06:05:31.000
3629,Poor,North,37.8063,West,-5.0993333,-92,7,8,26,"Avenida María Auxiliadora",20,2020-05-27T06:05:42.000
3630,Poor,North,37.80635,West,-5.0996666,-101,8,4,26,"Avenida María Auxiliadora",,2020-05-27T06:05:50.000
3627,Poor,North,37.80633,West,-5.0998335,-106,8,4,25,"Avenida María Auxiliadora",,2020-05-27T06:05:54.000
3631,Poor,North,37.8063,West,-5.0998335,-105,8,4,25,"Avenida de Andalucía",48,2020-05-27T06:06:11.000
3629,Poor,North,37.806316,West,-5.0998335,-99,8,6,25,"Avenida María Auxiliadora",,2020-05-27T06:06:16.000
