3786,Poor,North,37.8034,West,-5.104833,-103,4,3,17,"Avenida Soldevilla Vázquez",15D,2020-06-10T05:01:56.000
3787,Poor,North,37.8034,West,-5.1051664,-90,4,6,17,"Avenida Soldevilla Vázquez",13D,2020-06-10T05:02:01.000
3787,Poor,North,37.803417,West,-5.1053333,-83,4,6,17,"Avenida Soldevilla Vázquez",13D,2020-06-10T05:02:07.000
3789,Average,North,37.803432,West,-5.1056666,-87,4,6,17,"Avenida Soldevilla Vázquez",11,2020-06-10T05:02:14.000
3787,Poor,North,37.803482,West,-5.1058335,-104,4,2,17,"Avenida Soldevilla Vázquez",9,2020-06-10T05:02:20.000
3789,Poor,North,37.8035,West,-5.106,-80,4,6,17,"Avenida Soldevilla Vázquez",7,2020-06-10T05:02:29.000
3789,Poor,North,37.803516,West,-5.106167,-94,4,6,17,"Avenida Soldevilla Vázquez",5,2020-06-10T05:02:35.000
3787,Poor,North,37.80355,West,-5.1063333,-95,4,6,17,"Avenida Soldevilla Vázquez",5,2020-06-10T05:02:42.000
3786,Poor,North,37.803684,West,-5.1065,-84,4,6,17,"Plaza de la Estación",2,2020-06-10T05:02:51.000
3786,Poor,North,37.8037,West,-5.1068335,-90,4,6,17,"Plaza de la Estación",59,2020-06-10T05:02:57.000
3788,Poor,North,37.803734,West,-5.107,-99,4,6,17,"Avenida de la Estación",57,2020-06-10T05:03:02.000
3784,Average,North,37.8037,West,-5.107167,-94,5,6,17,"Avenida de la Estación",55,2020-06-10T05:03:20.000
3786,Average,North,37.803684,West,-5.107333,-79,5,7,17,"Avenida de la Estación",40,2020-06-10T05:03:27.000
3787,Average,North,37.803585,West,-5.107333,-88,5,7,17,"Avenida de la Estación",40,2020-06-10T05:03:32.000
3787,Average,North,37.80345,West,-5.107333,-83,5,6,17,"Calle Los Molinos",8,2020-06-10T05:03:38.000
3787,Average,North,37.80335,West,-5.107333,-99,5,6,17,"Calle Los Molinos",20,2020-06-10T05:03:47.000
3783,Average,North,37.802917,West,-5.1075,-86,5,6,17,"Calle de la Villa",9,2020-06-10T05:03:57.000
3786,Average,North,37.802715,West,-5.1075,-86,5,6,17,"Calle de la Villa",2D,2020-06-10T05:04:06.000
3783,Average,North,37.802483,West,-5.1075,-78,5,6,17,"Calle de la Villa",5,2020-06-10T05:04:12.000
3785,Average,North,37.802334,West,-5.1075,-82,5,7,17,"Calle de la Villa",3,2020-06-10T05:04:21.000
3785,Average,North,37.802216,West,-5.1075,-75,5,6,17,"Calle de la Villa",3,2020-06-10T05:04:28.000
3784,Average,North,37.80215,West,-5.1075,-82,5,6,17,"Calle de la Villa",1,2020-06-10T05:04:34.000
3785,Good,North,37.8021,West,-5.1076665,-87,5,7,17,"Calle Gaitán",19,2020-06-10T05:04:39.000
3784,Good,North,37.802082,West,-5.1076665,-74,5,6,17,"Calle Gaitán",19,2020-06-10T05:04:46.000
3784,Good,North,37.802082,West,-5.1075,-81,5,7,17,"Calle de la Villa",1,2020-06-10T05:05:02.000
3786,Good,North,37.802067,West,-5.1075,-74,5,5,17,"Calle Gaitán",18,2020-06-10T05:05:09.000
3784,Good,North,37.802,West,-5.1075,-84,5,6,17,"Calle Gaitán",18,2020-06-10T05:05:18.000
3786,Good,North,37.801918,West,-5.1075,-74,5,7,17,"Calle Mesones",5,2020-06-10T05:05:24.000
3784,Good,North,37.80185,West,-5.1075,-73,5,7,17,"Calle Gaitán",18,2020-06-10T05:05:29.000
3785,Good,North,37.801765,West,-5.1075,-74,5,6,17,"Calle Mesones",3,2020-06-10T05:05:35.000
3785,Good,North,37.80168,West,-5.1075,-71,5,6,17,"Calle Mesones",2,2020-06-10T05:05:40.000
3785,Good,North,37.801666,West,-5.107333,-61,5,7,17,"Calle Mesones",2,2020-06-10T05:05:46.000
3783,Good,North,37.801666,West,-5.107333,-75,5,6,17,"Calle Mesones",2,2020-06-10T05:05:52.000
3783,Good,North,37.80168,West,-5.107167,-54,5,7,17,"Calle Fernández de Santiago",47,2020-06-10T05:05:59.000
3784,Good,North,37.801666,West,-5.107167,-50,5,8,17,"Calle Fernández de Santiago",47,2020-06-10T05:06:03.000
3784,Good,North,37.80168,West,-5.107,-67,5,6,17,"Calle Fernández de Santiago",49,2020-06-10T05:06:10.000
3785,Good,North,37.80168,West,-5.107,-59,5,7,17,"Calle Fernández de Santiago",49,2020-06-10T05:06:15.000
3783,Good,North,37.801735,West,-5.107,-62,5,6,17,"Calle Fernández de Santiago",49,2020-06-10T05:06:27.000
3783,Good,North,37.80168,West,-5.1066666,-83,5,7,17,"Calle Fernández de Santiago",53,2020-06-10T05:06:34.000
3783,Good,North,37.8017,West,-5.1066666,-71,5,6,17,"Calle Fernández de Santiago",53,2020-06-10T05:06:42.000
3781,Good,North,37.8017,West,-5.1065,-72,5,6,17,"Calle Pintor Pablo Neruda",1D,2020-06-10T05:06:47.000
3783,Good,North,37.8017,West,-5.1063333,-75,5,7,17,"Calle Pintor Pablo Neruda",1,2020-06-10T05:06:54.000
3785,Good,North,37.80168,West,-5.106167,-74,5,6,17,"Calle Fernández de Santiago",61,2020-06-10T05:06:58.000
3783,Good,North,37.8017,West,-5.106167,-81,5,7,17,"Calle Fernández de Santiago",61,2020-06-10T05:07:04.000
3783,Good,North,37.801716,West,-5.106,-79,5,6,17,"Calle Fernández de Santiago",65,2020-06-10T05:07:09.000
3784,Good,North,37.801735,West,-5.106,-76,5,6,17,"Calle Fernández de Santiago",65,2020-06-10T05:07:17.000
3781,Good,North,37.80175,West,-5.1058335,-89,5,6,17,"Calle Fernández de Santiago",67,2020-06-10T05:07:23.000
