3927,Good,North,37.806282,West,-5.099167,-101,6,5,17,"Avenida María Auxiliadora",20,2020-06-09T05:04:17.000
3925,Good,North,37.806316,West,-5.0993333,-108,6,0,17,"Avenida María Auxiliadora",20,2020-06-09T05:04:22.000
3926,Good,North,37.80633,West,-5.0993333,-104,6,4,17,"Avenida María Auxiliadora",18,2020-06-09T05:04:31.000
3926,Good,North,37.806366,West,-5.0996666,-111,6,-1,17,"Avenida María Auxiliadora",,2020-06-09T05:04:39.000
3924,Good,North,37.80635,West,-5.0998335,-92,6,7,17,"Avenida María Auxiliadora",,2020-06-09T05:04:48.000
3925,Good,North,37.8063,West,-5.0998335,-101,5,5,17,"Avenida de Andalucía",48,2020-06-09T05:04:53.000
3924,Good,North,37.806282,West,-5.0998335,-105,6,6,17,"Avenida de Andalucía",48,2020-06-09T05:04:59.000
3923,Poor,North,37.806267,West,-5.0998335,-101,6,5,17,"Avenida de Andalucía",48,2020-06-09T05:05:14.000
3934,Poor,North,37.80625,West,-5.0998335,-98,7,6,17,"Avenida de Andalucía",48,2020-06-09T05:05:34.000
3933,Poor,North,37.80625,West,-5.0998335,-107,7,3,17,"Avenida de Andalucía",48,2020-06-09T05:05:54.000
3932,Poor,North,37.806232,West,-5.0998335,-101,9,6,17,"Avenida de Andalucía",48,2020-06-09T05:06:14.000
3933,Poor,North,37.806217,West,-5.0998335,-100,9,6,17,"Avenida de Andalucía",48,2020-06-09T05:06:34.000
3932,Poor,North,37.806232,West,-5.1,-96,9,7,17,"Avenida de Andalucía",48,2020-06-09T05:06:54.000
3933,Poor,North,37.806217,West,-5.1,-101,8,5,17,"Avenida de Andalucía",48,2020-06-09T05:07:14.000
3933,Poor,North,37.8062,West,-5.1,-104,6,4,17,"Avenida de Andalucía",48,2020-06-09T05:07:34.000
3933,Poor,North,37.8062,West,-5.0998335,-101,9,5,17,"Avenida de Andalucía",48,2020-06-09T05:07:54.000
3934,Poor,North,37.8062,West,-5.0998335,-99,9,7,17,"Avenida de Andalucía",48,2020-06-09T05:08:14.000
3933,Poor,North,37.8062,West,-5.0998335,-103,8,5,17,"Avenida de Andalucía",48,2020-06-09T05:08:38.000
3933,Poor,North,37.8062,West,-5.0998335,-100,9,6,17,"Avenida de Andalucía",48,2020-06-09T05:08:54.000
3931,Poor,North,37.806217,West,-5.0998335,-103,9,6,17,"Avenida de Andalucía",48,2020-06-09T05:09:01.000
3923,Poor,North,37.806183,West,-5.0998335,-103,9,5,17,"Avenida de Andalucía",48,2020-06-09T05:09:11.000
3922,Poor,North,37.806168,West,-5.0998335,-106,9,3,17,"Avenida de Andalucía",48,2020-06-09T05:09:18.000
