4171,Average,North,37.803585,West,-5.1075,-99,2,5,17,"Calle Los Molinos",8,2020-03-16T06:22:48.000
4172,Average,North,37.8036,West,-5.1075,-91,2,6,17,"Calle Los Molinos",8,2020-03-16T06:22:53.000
4169,Average,North,37.803635,West,-5.107333,-92,2,6,17,"Avenida de la Estación",40,2020-03-16T06:22:58.000
4171,Average,North,37.8036,West,-5.107167,-96,2,6,17,"Calle de la Villa",23,2020-03-16T06:23:07.000
4171,Average,North,37.803585,West,-5.1068335,-89,2,6,17,"Plaza de la Estación",2,2020-03-16T06:23:13.000
4169,Average,North,37.803368,West,-5.1068335,-82,2,6,17,"Calle Antonio Machado",14,2020-03-16T06:23:32.000
4166,Average,North,37.803318,West,-5.1068335,-86,2,7,17,"Calle Antonio Machado",14,2020-03-16T06:23:36.000
4169,Average,North,37.803116,West,-5.1068335,-83,2,6,17,"Calle Antonio Machado",19,2020-03-16T06:23:56.000
4168,Average,North,37.802868,West,-5.1066666,-92,2,6,17,"Calle Antonio Machado",6,2020-03-16T06:24:02.000
4168,Good,North,37.80235,West,-5.1063333,-91,2,6,17,"Calle Gaitán",45,2020-03-16T06:24:14.000
4167,Good,North,37.802284,West,-5.1063333,-87,2,8,17,"Calle Gaitán",43,2020-03-16T06:24:20.000
4166,Good,North,37.802235,West,-5.1063333,-91,2,7,17,"Calle Gaitán",43,2020-03-16T06:24:24.000
4165,Good,North,37.8021,West,-5.1068335,-86,2,6,17,"Calle Gaitán",37,2020-03-16T06:24:36.000
4168,Good,North,37.8021,West,-5.1068335,-87,2,5,17,"Calle Gaitán",37,2020-03-16T06:24:40.000
4162,Good,North,37.802067,West,-5.107,-81,2,7,17,"Calle Gaitán",31,2020-03-16T06:24:51.000
4166,Good,North,37.802067,West,-5.107,-86,2,6,17,"Calle Gaitán",31,2020-03-16T06:24:56.000
4174,Good,North,37.8018,West,-5.107333,-79,2,5,17,"Calle Mesones",4,2020-03-16T06:25:16.000
4164,Good,North,37.8016,West,-5.1075,-83,2,6,17,"Calle Mesones",1,2020-03-16T06:25:36.000
4167,Good,North,37.8015,West,-5.1075,-71,2,6,17,"Calle Fernández de Santiago",43,2020-03-16T06:25:50.000
4165,Good,North,37.801483,West,-5.107333,-64,2,6,17,"Calle Fernández de Santiago",28,2020-03-16T06:25:56.000
4164,Good,North,37.801468,West,-5.1075,-56,2,8,17,"Calle Fernández de Santiago",26,2020-03-16T06:26:04.000
4162,Good,North,37.801483,West,-5.107333,-64,2,6,16,"Calle Fernández de Santiago",28,2020-03-16T06:26:13.000
4163,Good,North,37.80155,West,-5.107,-54,2,7,16,"Calle Fernández de Santiago",49,2020-03-16T06:26:32.000
4163,Good,North,37.801533,West,-5.1068335,-54,2,7,16,"Calle Fernández de Santiago",53,2020-03-16T06:26:41.000
4163,Good,North,37.801533,West,-5.1066666,-73,2,7,16,"Calle Fernández de Santiago",53,2020-03-16T06:26:47.000
4163,Good,North,37.801567,West,-5.1066666,-71,2,6,16,"Calle Fernández de Santiago",53,2020-03-16T06:26:55.000
4163,Good,North,37.80155,West,-5.1065,-81,2,6,16,"Calle Fernández de Santiago",44,2020-03-16T06:27:03.000
4164,Good,North,37.801567,West,-5.1063333,-84,2,6,16,"Calle Fernández de Santiago",48,2020-03-16T06:27:12.000
4164,Good,North,37.801567,West,-5.1063333,-81,2,6,16,"Calle Fernández de Santiago",48,2020-03-16T06:27:20.000
4163,Good,North,37.801582,West,-5.106167,-75,2,6,16,"Calle Fernández de Santiago",59,2020-03-16T06:27:24.000
4161,Good,North,37.80165,West,-5.106,-91,2,6,16,"Calle Fernández de Santiago",65,2020-03-16T06:27:33.000
4162,Good,North,37.801666,West,-5.106,-73,2,7,16,"Calle Fernández de Santiago",65,2020-03-16T06:27:43.000
4160,Good,North,37.8017,West,-5.1056666,-80,2,6,16,"Calle Fernández de Santiago",71,2020-03-16T06:27:53.000
4162,Good,North,37.801735,West,-5.1056666,-78,3,6,16,"Calle Fernández de Santiago",71,2020-03-16T06:27:58.000
4161,Good,North,37.801716,West,-5.1055,-83,2,6,16,"Calle Fernández de Santiago",73,2020-03-16T06:28:04.000
4161,Good,North,37.801716,West,-5.1055,-83,2,6,16,"Calle Fernández de Santiago",73,2020-03-16T06:28:10.000
4158,Good,North,37.801735,West,-5.1053333,-81,2,6,16,"Calle Fernández de Santiago",77,2020-03-16T06:28:16.000
4160,Good,North,37.801765,West,-5.1051664,-81,3,6,16,"Calle Fernández de Santiago",81,2020-03-16T06:28:23.000
4159,Good,North,37.801765,West,-5.1051664,-97,3,5,16,"Calle Fernández de Santiago",81,2020-03-16T06:28:28.000
4160,Good,North,37.801765,West,-5.1051664,-84,4,6,16,"Calle Fernández de Santiago",81,2020-03-16T06:28:36.000
4160,Good,North,37.80185,West,-5.104833,-82,4,6,16,"Calle Fernández de Santiago",87,2020-03-16T06:28:55.000
4161,Good,North,37.80185,West,-5.104833,-92,4,6,16,"Calle Fernández de Santiago",87,2020-03-16T06:29:02.000
4161,Good,North,37.801765,West,-5.1046667,-97,4,7,16,"Calle Fernández de Santiago",91,2020-03-16T06:29:10.000
4158,Good,North,37.801785,West,-5.1045,-98,4,6,16,"Calle Fernández de Santiago",76D,2020-03-16T06:29:16.000
4160,Good,North,37.801785,West,-5.1045,-91,4,7,16,"Calle Fernández de Santiago",76D,2020-03-16T06:29:25.000
4160,Good,North,37.801785,West,-5.1045,-89,4,7,16,"Calle Fernández de Santiago",76D,2020-03-16T06:29:34.000
4160,Good,North,37.80185,West,-5.1043334,-86,4,6,16,"Calle Fernández de Santiago",80,2020-03-16T06:29:43.000
4159,Good,North,37.80185,West,-5.104,-81,4,7,16,"Calle Fernández de Santiago",101,2020-03-16T06:29:56.000
4165,Good,North,37.801834,West,-5.103833,-88,4,6,16,"Calle Fernández de Santiago",86,2020-03-16T06:30:14.000
4167,Good,North,37.801918,West,-5.1033335,-88,4,7,16,"Calle Fernández de Santiago",100,2020-03-16T06:30:36.000
4159,Good,North,37.801918,West,-5.1033335,-89,4,6,16,"Calle Fernández de Santiago",100,2020-03-16T06:30:45.000
4158,Good,North,37.80195,West,-5.103,-94,4,7,16,"Calle Fernández de Santiago",102,2020-03-16T06:30:56.000
4165,Good,North,37.80195,West,-5.1028333,-81,5,7,16,"Calle Fernández de Santiago",104,2020-03-16T06:31:12.000
4159,Good,North,37.801968,West,-5.1028333,-83,4,5,16,"Calle Fernández de Santiago",104,2020-03-16T06:31:17.000
4160,Good,North,37.80195,West,-5.102667,-92,5,7,16,"Calle Fuente Palmera",,2020-03-16T06:31:26.000
4158,Good,North,37.801968,West,-5.102667,-89,5,7,16,"Calle Fuente Palmera",,2020-03-16T06:31:36.000
4158,Good,North,37.80195,West,-5.102667,-104,5,4,16,"Calle Fuente Palmera",,2020-03-16T06:31:42.000
4157,Good,North,37.801918,West,-5.102667,-100,6,6,16,"Calle Fuente Palmera",,2020-03-16T06:31:47.000
4157,Good,North,37.801884,West,-5.1025,-105,6,2,16,"Callejón de Jesús",5,2020-03-16T06:31:58.000
4157,Good,North,37.801735,West,-5.1025,-108,6,1,16,"Calle Fuente Palmera",,2020-03-16T06:32:04.000
4157,Good,North,37.801716,West,-5.1025,-105,5,3,16,"Calle Fuente Palmera",,2020-03-16T06:32:11.000
4156,Good,North,37.801666,West,-5.102667,-105,5,4,15,"Calle Fuente Palmera",,2020-03-16T06:32:16.000
4155,Good,North,37.80165,West,-5.1028333,-107,6,0,16,"Avenida Blas Infante",93,2020-03-16T06:32:21.000
4158,Good,North,37.801617,West,-5.103,-107,7,1,16,"Avenida Blas Infante",91,2020-03-16T06:32:33.000
4157,Good,North,37.8016,West,-5.103,-108,7,3,15,"Avenida Blas Infante",91,2020-03-16T06:32:45.000
4155,Good,North,37.801517,West,-5.1031666,-103,7,5,16,"Avenida Blas Infante",85,2020-03-16T06:32:50.000
4158,Good,North,37.801517,West,-5.1033335,-105,6,2,15,"Avenida Blas Infante",81,2020-03-16T06:32:56.000
4157,Good,North,37.801483,West,-5.1035,-99,7,6,16,"Avenida Blas Infante",90,2020-03-16T06:33:04.000
4156,Good,North,37.80142,West,-5.1035,-106,7,5,16,"Avenida Blas Infante",90,2020-03-16T06:33:11.000
4154,Good,North,37.80142,West,-5.103667,-104,7,6,16,"Avenida Blas Infante",88,2020-03-16T06:33:16.000
4155,Good,North,37.8014,West,-5.103667,-115,7,-4,16,"Avenida Blas Infante",88,2020-03-16T06:33:25.000
4157,Good,North,37.801384,West,-5.103833,-108,7,-1,16,"Avenida Blas Infante",84,2020-03-16T06:33:31.000
4156,Good,North,37.801365,West,-5.104,-111,7,-1,16,"Avenida Blas Infante",82,2020-03-16T06:33:38.000
4154,Good,North,37.801315,West,-5.104,-107,7,1,15,"Avenida Blas Infante",82,2020-03-16T06:33:44.000
4154,Good,North,37.801315,West,-5.104,-116,7,-5,15,"Avenida Blas Infante",82,2020-03-16T06:33:50.000
4154,Good,North,37.801315,West,-5.104,-114,7,-3,16,"Avenida Blas Infante",82,2020-03-16T06:33:56.000
4152,Good,North,37.801315,West,-5.104,-106,7,2,16,"Avenida Blas Infante",82,2020-03-16T06:34:15.000
4154,Good,North,37.801285,West,-5.1041665,-98,7,7,16,"Avenida Blas Infante",80,2020-03-16T06:34:24.000
4153,Good,North,37.801266,West,-5.1043334,-105,6,3,16,"Avenida Blas Infante",65,2020-03-16T06:34:33.000
