3815,Poor,North,37.80282,West,-5.103,-105,5,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:05:41.000
3815,Poor,North,37.80282,West,-5.103,-105,5,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:05:46.000
3815,Poor,North,37.80282,West,-5.103,-105,5,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:05:55.000
3815,Poor,North,37.80282,West,-5.103,-105,5,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:00.000
3815,Poor,North,37.80282,West,-5.103,-105,5,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:05.000
3815,Poor,North,37.80282,West,-5.103,-105,5,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:10.000
3815,Poor,North,37.80282,West,-5.103,-105,5,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:16.000
3815,Poor,North,37.802834,West,-5.103,-105,8,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:26.000
3815,Poor,North,37.802834,West,-5.103,-105,8,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:31.000
3815,Poor,North,37.802834,West,-5.103,-105,8,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:39.000
3815,Poor,North,37.802834,West,-5.103,-105,8,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:48.000
3815,Poor,North,37.802834,West,-5.103,-105,8,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:06:53.000
3815,Poor,North,37.80285,West,-5.103,-105,9,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:07:01.000
3815,Poor,North,37.80285,West,-5.103,-105,9,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:07:11.000
3815,Poor,North,37.80285,West,-5.103,-105,9,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:07:19.000
3814,Poor,North,37.802883,West,-5.103,-105,9,3,17,"Avenida Soldevilla Vázquez",56B,2020-06-01T05:07:41.000
