257,80.0,15.2,0.42,2021-04-22T21:29:08.000
258,79.0,15.3,0.47,2021-04-22T21:34:08.000
259,78.0,15.6,0.78,2021-04-22T21:39:08.000
260,77.0,15.8,1.08,2021-04-22T21:44:08.000
261,77.0,15.9,0.71,2021-04-22T21:49:08.000
262,77.0,15.9,0.38,2021-04-22T21:54:09.000
263,78.0,15.8,0.85,2021-04-22T21:59:09.000
264,79.0,15.6,1.66,2021-04-22T22:04:09.000
265,81.0,15.3,2.69,2021-04-22T22:09:09.000
266,80.5,15.1,0.43,2021-04-22T22:14:09.000
267,80.0,15.0,0.0,2021-04-22T22:19:10.000
268,80.0,14.9,0.0,2021-04-22T22:24:10.000
269,81.5,14.8,1.67,2021-04-22T22:29:10.000
270,84.5,14.3,2.85,2021-04-22T22:34:10.000
271,84.5,14.5,0.7,2021-04-22T22:39:10.000
272,82.5,15.0,1.19,2021-04-22T22:44:10.000
273,79.0,15.5,1.54,2021-04-22T22:49:11.000
274,79.5,15.5,0.44,2021-04-22T22:54:11.000
275,79.5,15.5,0.16,2021-04-22T22:59:11.000
276,80.0,15.6,0.62,2021-04-22T23:04:11.000
277,81.5,15.3,2.02,2021-04-22T23:09:11.000
278,78.5,15.7,2.92,2021-04-22T23:14:12.000
279,76.0,16.2,3.67,2021-04-22T23:19:12.000
280,78.5,15.8,3.28,2021-04-22T23:24:12.000
281,81.5,15.2,0.37,2021-04-22T23:29:12.000
282,83.0,14.7,0.72,2021-04-22T23:34:12.000
283,84.0,14.5,1.02,2021-04-22T23:39:12.000
284,83.5,14.4,0.56,2021-04-22T23:44:12.000
285,83.0,14.5,1.04,2021-04-22T23:49:12.000
286,84.5,14.2,1.1,2021-04-22T23:54:13.000
287,85.5,14.1,0.47,2021-04-22T23:59:13.000
288,86.0,14.1,0.03,2021-04-23T00:04:13.000
289,85.0,14.1,0.42,2021-04-23T00:09:13.000
290,84.0,14.2,0.21,2021-04-23T00:14:14.000
291,85.0,14.2,0.0,2021-04-23T00:19:14.000
292,85.5,14.1,0.0,2021-04-23T00:24:14.000
293,87.0,14.0,0.0,2021-04-23T00:29:14.000
294,86.5,13.9,0.21,2021-04-23T00:34:14.000
295,87.5,13.8,0.17,2021-04-23T00:39:15.000
296,87.0,13.7,0.06,2021-04-23T00:44:15.000
297,87.5,13.7,0.0,2021-04-23T00:49:15.000
298,86.5,13.8,0.0,2021-04-23T00:54:15.000
299,87.0,13.7,0.05,2021-04-23T00:59:15.000
300,88.0,13.7,0.0,2021-04-23T01:04:16.000
301,88.0,13.7,0.2,2021-04-23T01:09:16.000
302,88.0,13.6,0.19,2021-04-23T01:14:16.000
303,89.0,13.5,0.26,2021-04-23T01:19:17.000
304,90.0,13.4,0.0,2021-04-23T01:24:17.000
305,89.5,13.3,0.09,2021-04-23T01:29:18.000
306,90.0,13.3,0.02,2021-04-23T01:34:19.000
307,90.0,13.2,0.09,2021-04-23T01:39:20.000
308,90.0,13.2,0.08,2021-04-23T01:44:21.000
309,90.5,13.1,0.65,2021-04-23T01:49:22.000
310,90.5,13.0,0.08,2021-04-23T01:54:23.000
311,90.5,13.0,0.0,2021-04-23T01:59:24.000
312,91.0,13.0,0.44,2021-04-23T02:04:25.000
313,91.5,13.0,1.35,2021-04-23T02:09:26.000
314,91.0,13.1,2.12,2021-04-23T02:14:26.000
315,90.0,13.5,1.93,2021-04-23T02:19:27.000
316,90.0,13.6,0.27,2021-04-23T02:24:28.000
317,90.0,13.7,0.0,2021-04-23T02:29:29.000
318,90.0,13.7,0.0,2021-04-23T02:34:29.000
319,90.0,13.5,0.0,2021-04-23T02:39:30.000
320,90.5,13.2,0.08,2021-04-23T02:44:31.000
321,91.0,12.9,0.39,2021-04-23T02:49:32.000
322,92.0,12.6,0.07,2021-04-23T02:54:32.000
323,92.0,12.5,0.04,2021-04-23T02:59:32.000
324,92.5,12.5,0.09,2021-04-23T03:04:33.000
325,93.0,12.5,1.78,2021-04-23T03:09:33.000
326,93.0,12.5,2.04,2021-04-23T03:14:33.000
327,93.0,12.4,2.31,2021-04-23T03:19:33.000
328,93.5,12.5,2.26,2021-04-23T03:24:33.000
329,93.0,12.6,2.16,2021-04-23T03:29:34.000
330,93.0,12.7,0.87,2021-04-23T03:34:34.000
331,92.5,12.8,0.29,2021-04-23T03:39:34.000
332,92.5,12.9,0.81,2021-04-23T03:44:35.000
333,92.5,12.7,0.98,2021-04-23T03:49:36.000
334,93.0,12.7,0.54,2021-04-23T03:54:36.000
335,93.0,12.7,0.34,2021-04-23T03:59:36.000
336,93.0,12.6,0.45,2021-04-23T04:04:36.000
337,93.0,12.6,0.37,2021-04-23T04:09:37.000
338,93.0,12.6,0.34,2021-04-23T04:14:37.000
339,93.0,12.6,0.37,2021-04-23T04:19:37.000
340,93.0,12.5,0.17,2021-04-23T04:24:37.000
341,92.5,12.4,0.03,2021-04-23T04:29:37.000
342,93.0,12.2,0.08,2021-04-23T04:34:37.000
343,93.5,12.2,0.0,2021-04-23T04:39:38.000
344,93.5,12.1,0.03,2021-04-23T04:44:38.000
345,93.5,12.1,0.0,2021-04-23T04:49:38.000
346,94.0,12.1,0.05,2021-04-23T04:54:38.000
347,94.0,12.1,0.0,2021-04-23T04:59:38.000
348,94.0,12.2,0.0,2021-04-23T05:04:39.000
349,94.0,12.3,0.01,2021-04-23T05:09:39.000
350,93.5,12.2,0.23,2021-04-23T05:14:39.000
351,94.0,12.0,0.13,2021-04-23T05:19:39.000
352,93.5,12.0,0.42,2021-04-23T05:24:39.000
353,94.0,11.9,0.47,2021-04-23T05:29:40.000
354,95.0,11.9,1.64,2021-04-23T05:34:40.000
355,94.5,12.1,1.89,2021-04-23T05:39:40.000
356,94.0,12.3,3.72,2021-04-23T05:44:40.000
357,93.5,12.5,1.77,2021-04-23T05:49:41.000
