Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
20/02/14 20:46:55;37,347905;-6,037085;68,1;4,69;17,7;8;1;1
20/02/14 20:46:57;37,347843;-6,037088;68,5;6,87;11,3;8;1;1
20/02/14 20:46:58;37,34782;-6,037102;68,9;2,85;9,7;8;0;1
20/02/14 20:46:59;37,347797;-6,03712;69,3;3,06;11,3;8;1;1
20/02/14 20:47:00;37,347768;-6,037142;69,6;3,69;11,3;8;1;1
20/02/14 20:47:01;37,34774;-6,037167;69,8;3,85;14,1;8;1;1
20/02/14 20:47:02;37,34771;-6,037192;69,9;4;14;8;1;1
20/02/14 20:47:03;37,34768;-6,037215;70,1;3,92;14,2;8;0;0
20/02/14 20:47:04;37,347648;-6,03724;70,3;4,16;15,1;8;2;1
20/02/14 20:47:05;37,347613;-6,037268;70,8;4,63;15,1;8;3;1
20/02/14 20:47:06;37,347578;-6,037295;71,2;4,55;16,1;8;1;1
20/02/14 20:47:07;37,347545;-6,037322;71,2;4,4;14,9;8;0;1
20/02/14 20:47:08;37,347513;-6,037348;71,3;4,24;15,8;8;2;1
20/02/14 20:47:09;37,347478;-6,037377;71,4;4,63;15,6;8;2;1
20/02/14 20:47:10;37,347445;-6,037403;71,5;4,4;15,6;8;1;1
20/02/14 20:47:11;37,34741;-6,037432;71,4;4,63;16,1;8;2;1
20/02/14 20:47:12;37,347375;-6,03746;71,4;4,63;16,7;8;3;1
20/02/14 20:47:13;37,347338;-6,037488;71,5;4,79;16,9;8;0;1
20/02/14 20:47:14;37,347303;-6,037518;71,5;4,71;17,3;8;0;1
20/02/14 20:47:16;37,347228;-6,037578;71,4;9,89;17,9;8;0;1
20/02/14 20:47:17;37,34719;-6,037608;71,3;5,02;17,9;8;1;1
20/02/14 20:47:18;37,347152;-6,037638;71,2;5,02;18;8;2;1
20/02/14 20:47:19;37,347113;-6,03767;71,2;5,1;17,8;8;1;1
20/02/14 20:47:20;37,347075;-6,037698;71,1;4,95;17,8;8;1;1
20/02/14 20:47:21;37,347037;-6,037728;71;5,02;17,3;8;2;1
20/02/14 20:47:22;37,347;-6,037758;70,9;4,87;17;8;3;1
20/02/14 20:47:23;37,346965;-6,037787;70,8;4,63;16,6;8;1;1
20/02/14 20:47:24;37,34693;-6,037813;70,8;4,55;16,2;8;1;1
20/02/14 20:47:25;37,346895;-6,03784;70,7;4,55;16,2;8;5;1
20/02/14 20:47:26;37,346862;-6,037868;70,6;4,48;15,6;8;4;1
20/02/14 20:47:27;37,34683;-6,037893;70,5;4,16;15,3;8;1;1
20/02/14 20:47:28;37,346797;-6,03792;70,5;4,4;15,1;8;1;1
20/02/14 20:47:29;37,346765;-6,037947;70,4;4,24;14,9;8;3;1
20/02/14 20:47:30;37,346735;-6,037972;70,5;4;14,9;8;1;1
20/02/14 20:47:32;37,346672;-6,038023;70,5;8,4;14,5;8;2;1
20/02/14 20:47:33;37,346642;-6,038047;70,4;3,93;14,3;8;3;1
20/02/14 20:47:34;37,346612;-6,03807;70,4;3,93;14,2;8;1;1
20/02/14 20:47:35;37,346582;-6,038095;70,3;4;14,2;8;1;1
20/02/14 20:47:36;37,346552;-6,038118;70,4;3,92;13,9;8;1;1
20/02/14 20:47:37;37,346522;-6,038142;70,5;3,92;14;8;2;1
20/02/14 20:47:38;37,346492;-6,038165;70,5;3,92;14,1;8;1;1
20/02/14 20:47:39;37,346462;-6,038188;70,5;3,92;14,1;8;1;1
20/02/14 20:47:40;37,346432;-6,038212;70,4;3,92;14,1;8;1;1
20/02/14 20:47:41;37,3464;-6,038237;70,4;4,16;15;8;3;1
20/02/14 20:47:42;37,346367;-6,038262;70,3;4,32;15,5;8;2;1
20/02/14 20:47:43;37,346333;-6,038287;70,2;4,32;15,9;8;1;1
20/02/14 20:47:44;37,346298;-6,038315;70,1;4,63;16,7;8;2;1
20/02/14 20:47:45;37,346262;-6,038343;70;4,79;16,7;8;2;1
20/02/14 20:47:46;37,346225;-6,038373;70;4,87;17,5;8;1;1
20/02/14 20:47:47;37,34619;-6,038403;69,7;4,71;16,9;8;2;1
20/02/14 20:47:48;37,346153;-6,03843;69,7;4,71;16,1;8;4;1
20/02/14 20:47:49;37,346118;-6,038453;69,5;4,41;15,8;8;1;1
20/02/14 20:47:50;37,346082;-6,038475;69,4;4,51;15,8;8;0;1
20/02/14 20:47:51;37,346045;-6,038493;69,3;4,39;15,9;8;2;1
20/02/14 20:47:52;37,346007;-6,038508;69;4,47;16,1;8;4;1
20/02/14 20:47:53;37,345968;-6,03852;68,8;4,39;15,7;8;1;1
20/02/14 20:47:54;37,345928;-6,03853;68,7;4,54;15,7;8;5;1
20/02/14 20:47:55;37,345892;-6,038538;68,4;4,15;15,7;8;12;1
