Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
26/02/14 20:32:08;37,353003;-6,039582;88,5;3,02;10,8;8;19;1
26/02/14 20:32:09;37,353022;-6,039587;87,8;2,09;10,8;8;53;1
26/02/14 20:32:10;37,353042;-6,039582;87,2;2,27;8,7;8;136;1
26/02/14 20:32:11;37,353055;-6,039563;86,3;2,2;7,7;8;149;1
26/02/14 20:32:12;37,353068;-6,039538;85,2;2,66;8;8;56;1
26/02/14 20:32:13;37,353083;-6,039507;85,1;3,26;10,5;8;16;1
26/02/14 20:32:14;37,353098;-6,039473;84,5;3,39;12;8;5;1
26/02/14 20:32:15;37,353113;-6,039437;84;3,65;13,2;8;13;1
26/02/14 20:32:16;37,35313;-6,039398;83,3;3,86;13,9;8;24;1
26/02/14 20:32:17;37,353148;-6,03936;81,9;3,96;14,2;8;57;1
26/02/14 20:32:18;37,353165;-6,039322;81;3,86;14,6;8;80;1
26/02/14 20:32:19;37,353182;-6,039285;80,2;3,74;14,1;8;17;1
26/02/14 20:32:20;37,353203;-6,039247;79,1;4,16;13,9;8;4;1
26/02/14 20:32:21;37,353223;-6,039208;77,5;4,06;14,7;8;0;1
26/02/14 20:32:22;37,353247;-6,039172;77;4,16;14,4;8;0;1
26/02/14 20:32:23;37,353263;-6,039133;75,6;3,86;14,1;8;1;1
26/02/14 20:32:24;37,353277;-6,039095;74,7;3,7;13,7;8;5;1
26/02/14 20:32:25;37,353302;-6,039058;74,6;4,27;14,2;8;35;1
26/02/14 20:32:26;37,353327;-6,039023;74,9;4,16;14,5;8;58;1
26/02/14 20:32:27;37,35335;-6,03899;75,2;3,93;13,7;7;160;1
26/02/14 20:32:28;37,353372;-6,038957;75,2;3,81;13,2;7;59;1
26/02/14 20:32:29;37,35339;-6,038925;75,3;3,47;13,3;9;17;1
26/02/14 20:32:30;37,353405;-6,038895;74,6;3,14;11,7;9;8;1
26/02/14 20:32:31;37,353418;-6,038873;73,8;2,43;11,6;9;7;1
26/02/14 20:32:32;37,353433;-6,038863;74,2;1,89;7;9;7;1
26/02/14 20:32:33;37,353445;-6,038857;74,2;1,43;7;9;8;1
26/02/14 20:32:34;37,353453;-6,038853;74,6;0,97;4,4;9;10;1
26/02/14 20:32:35;37,353458;-6,038842;74,5;1,17;2,7;9;16;1
26/02/14 20:32:36;37,353477;-6,03882;74,8;2,8;3,6;9;51;1
26/02/14 20:32:37;37,353497;-6,03879;75;3,46;10,7;9;29;1
26/02/14 20:32:38;37,353525;-6,038755;75,6;4,42;13,6;9;1;1
26/02/14 20:32:39;37,353555;-6,038715;76;4,87;15,8;9;2;1
26/02/14 20:32:40;37,353578;-6,038673;76;4,51;16,3;9;22;1
26/02/14 20:32:41;37,353607;-6,038633;76,8;4,74;17;9;55;1
26/02/14 20:32:42;37,35364;-6,03859;77,1;5,34;17,8;8;158;1
26/02/14 20:32:43;37,353668;-6,038545;78;5,08;17,8;8;27;1
26/02/14 20:32:44;37,353695;-6,0385;78,8;4,97;17,5;8;4;1
26/02/14 20:32:45;37,353723;-6,038455;79,2;5,08;18,2;8;1;1
26/02/14 20:32:46;37,35375;-6,038408;79,9;5,09;18,3;8;5;1
26/02/14 20:32:47;37,353782;-6,038362;81,3;5,43;18,8;8;14;1
26/02/14 20:32:48;37,35381;-6,038315;81,8;5,19;18,8;8;30;1
26/02/14 20:32:49;37,35384;-6,03827;82,7;5,19;17,7;8;31;1
26/02/14 20:32:50;37,353867;-6,038225;83,3;4,97;16,7;9;7;1
26/02/14 20:32:51;37,353897;-6,038183;82,9;4,97;16,3;9;4;1
26/02/14 20:32:52;37,35392;-6,038142;83,9;4,51;16,3;9;24;1
26/02/14 20:32:53;37,353942;-6,0381;84,4;4,41;15,7;9;56;1
26/02/14 20:32:54;37,353965;-6,038058;84,9;4,51;15,4;9;0;1
26/02/14 20:32:55;37,35399;-6,03802;85,3;4,39;15,4;9;30;1
26/02/14 20:32:56;37,354015;-6,037982;85;4,39;15,7;9;12;1
26/02/14 20:32:57;37,35404;-6,03794;85,1;4,62;15,7;9;21;1
26/02/14 20:32:58;37,354057;-6,037898;84,9;4,13;15,7;9;37;1
26/02/14 20:32:59;37,354077;-6,037855;85;4,43;15,7;9;34;1
26/02/14 20:33:00;37,354095;-6,037813;85,3;4,21;16,2;9;7;1
26/02/14 20:33:01;37,354113;-6,037768;85,2;4,47;17,3;9;2;1
26/02/14 20:33:02;37,354138;-6,037743;84,2;3,55;17,8;9;4;1
26/02/14 20:33:03;37,35417;-6,037688;85,2;6,01;17,8;9;22;1
26/02/14 20:33:04;37,3542;-6,037637;86,2;5,66;17,7;9;80;1
26/02/14 20:33:05;37,354225;-6,03759;86,6;4,98;18;9;45;1
26/02/14 20:33:06;37,35425;-6,037547;86,7;4,74;18;9;7;1
26/02/14 20:33:07;37,35427;-6,037507;86;4,18;17;9;3;1
26/02/14 20:33:08;37,354315;-6,03747;85,8;5,97;17;9;24;1
26/02/14 20:33:09;37,354345;-6,037435;85,8;4,56;15,5;8;63;1
26/02/14 20:33:10;37,35437;-6,037397;86,1;4,39;14,8;8;170;1
26/02/14 20:33:11;37,354383;-6,03736;87;3,57;14;9;75;1
26/02/14 20:33:12;37,354392;-6,037322;87,8;3,52;13,5;9;14;1
26/02/14 20:33:13;37,354402;-6,037288;88;3,15;13,5;9;4;1
26/02/14 20:33:14;37,354415;-6,037257;88,5;3,17;12,4;9;2;1
26/02/14 20:33:15;37,354422;-6,037235;88,3;2,06;10,8;9;2;1
26/02/14 20:33:16;37,354422;-6,037215;89,1;1,77;8,3;9;3;1
26/02/14 20:33:17;37,354422;-6,0372;89,7;1,33;5,3;9;3;1
26/02/14 20:33:18;37,354425;-6,03719;89,1;0,96;5,3;9;4;1
26/02/14 20:33:19;37,35443;-6,03719;89,6;0,55;1,9;9;3;1
26/02/14 20:33:22;37,35444;-6,037197;90,6;1,26;0;9;4;1
26/02/14 20:33:28;37,354447;-6,037207;92;1,15;0;9;3;1
26/02/14 20:33:35;37,354458;-6,037195;93,1;1,66;3,3;8;3;1
26/02/14 20:33:36;37,35446;-6,037177;92,8;1,63;4,7;8;7;1
26/02/14 20:33:37;37,354458;-6,037162;93,2;1,34;5,6;8;2;1
26/02/14 20:33:38;37,354455;-6,037142;93,3;1,81;5,6;9;2;1
26/02/14 20:33:39;37,354463;-6,037113;93,9;2,67;11;9;1;1
26/02/14 20:33:40;37,354482;-6,03708;94,5;3,59;12,8;9;1;1
26/02/14 20:33:41;37,354503;-6,037043;94,7;4,04;13,9;9;2;1
26/02/14 20:33:42;37,354525;-6,037003;94,7;4,28;15;9;8;1
26/02/14 20:33:43;37,35456;-6,036963;93,8;5,26;15;9;34;1
26/02/14 20:33:44;37,35459;-6,036925;94,4;4,76;14,8;9;62;1
26/02/14 20:33:45;37,354617;-6,036882;95,8;4,85;15,5;8;94;1
26/02/14 20:33:46;37,35466;-6,036818;96,6;7,39;16,3;8;56;1
26/02/14 20:33:47;37,35468;-6,036762;97,6;5,49;16,8;8;12;1
26/02/14 20:33:48;37,354708;-6,036703;98,1;6,05;16,8;8;53;1
26/02/14 20:33:49;37,354727;-6,036657;98,2;4,61;17,2;8;479;1
26/02/14 20:33:50;37,354743;-6,03661;98,4;4,53;17,2;8;40;1
26/02/14 20:33:51;37,354778;-6,036573;97,3;5,07;17,1;8;0;1
26/02/14 20:33:52;37,354812;-6,036532;96,6;5,23;16,5;8;0;1
26/02/14 20:33:53;37,354833;-6,03649;96,6;4,41;16,5;8;203;1
26/02/14 20:33:54;37,354858;-6,03645;95,6;4,5;15,8;8;19;1
26/02/14 20:33:55;37,354882;-6,03641;94,3;4,39;15,5;8;5;1
26/02/14 20:33:56;37,354902;-6,036372;93,6;4,06;15,5;9;0;1
26/02/14 20:33:57;37,354922;-6,036335;93,4;3,93;14,7;9;13;1
26/02/14 20:33:58;37,354942;-6,036298;92,4;3,93;14,7;9;193;1
26/02/14 20:33:59;37,35496;-6,036263;91,5;3,71;13,1;9;29;1
26/02/14 20:34:00;37,354975;-6,036235;91;3,01;10,4;8;2;1
26/02/14 20:34:01;37,35499;-6,036215;89,8;2,43;10,3;8;7;1
26/02/14 20:34:02;37,355;-6,036202;88,9;1,62;7,8;8;37;1
26/02/14 20:34:03;37,354998;-6,03619;89,8;1,06;7,8;8;14;1
26/02/14 20:34:04;37,355005;-6,036178;89,7;1,27;5,3;8;36;1
26/02/14 20:34:05;37,355015;-6,03616;89,6;1,97;6,6;8;106;1
26/02/14 20:34:06;37,35503;-6,036135;89,4;2,77;12,1;8;3;1
26/02/14 20:34:07;37,355048;-6,036105;89,3;3,35;13,9;9;5;1
26/02/14 20:34:08;37,355072;-6,036072;89;3,93;13,9;9;9;1
26/02/14 20:34:09;37,355097;-6,03604;88,9;3,95;15,9;8;36;1
26/02/14 20:34:10;37,355115;-6,036005;90,1;3,71;15,9;9;9;1
26/02/14 20:34:11;37,355132;-6,035963;90,9;4,13;15,9;9;7;1
26/02/14 20:34:12;37,355138;-6,035925;93,7;3,47;14,4;9;10;1
26/02/14 20:34:13;37,355152;-6,035887;95,2;3,7;14,4;9;2;1
26/02/14 20:34:14;37,355172;-6,035862;94,3;3,14;12,4;9;0;1
26/02/14 20:34:15;37,355185;-6,035847;93,9;1,99;9,5;9;0;1
26/02/14 20:34:16;37,355193;-6,03584;93,2;1,1;5,9;8;1;1
26/02/14 20:34:17;37,355198;-6,035837;92,7;0,63;3,2;8;1;1
26/02/14 20:34:22;37,355213;-6,03584;90,1;1,69;0;7;1;1
