Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
20/02/14 20:09:31;37,336972;-6,035265;61,6;6,55;12,5;9;0;1
20/02/14 20:09:32;37,336995;-6,035237;61,2;3,61;13,5;9;1;1
20/02/14 20:09:33;37,33702;-6,035208;60,9;3,75;13,7;9;3;1
20/02/14 20:09:34;37,337045;-6,03518;60,6;3,75;14,1;9;3;1
20/02/14 20:09:35;37,337073;-6,035153;60,5;3,94;14,1;9;1;1
20/02/14 20:09:36;37,337102;-6,035125;60,4;4,03;14;9;0;1
20/02/14 20:09:37;37,337128;-6,0351;60,3;3,7;13,2;9;0;1
20/02/14 20:09:38;37,337155;-6,035075;60,2;3,7;13;9;0;1
20/02/14 20:09:39;37,33718;-6,03505;60,1;3,55;13,1;9;0;1
20/02/14 20:09:40;37,337205;-6,035023;60,1;3,65;13,1;9;0;1
20/02/14 20:09:41;37,337228;-6,034995;60,1;3,61;13;9;0;1
20/02/14 20:09:42;37,337248;-6,034962;60,1;3,7;13,3;9;0;1
20/02/14 20:09:43;37,337272;-6,034932;60,1;3,71;13,8;9;0;0
20/02/14 20:09:44;37,337298;-6,034905;60;3,79;14;9;0;1
20/02/14 20:09:45;37,337328;-6,034882;60,1;3,92;14;9;0;1
20/02/14 20:09:46;37,33736;-6,03486;60,1;4,01;14,1;8;1;1
20/02/14 20:09:47;37,33739;-6,034837;60,3;3,92;14,3;8;1;1
20/02/14 20:09:48;37,337418;-6,03481;60,4;3,94;14,1;8;3;1
20/02/14 20:09:50;37,337477;-6,034748;60,8;8,48;14,9;9;2;1
20/02/14 20:09:51;37,337507;-6,034717;60,9;4,36;15,8;9;3;1
20/02/14 20:09:52;37,337537;-6,034682;61,2;4,55;15,9;9;1;1
20/02/14 20:09:53;37,337565;-6,034647;61,4;4,42;16;9;0;0
20/02/14 20:09:55;37,337625;-6,034578;61,7;9,01;16;9;0;1
20/02/14 20:09:56;37,337653;-6,034542;61,8;4,52;15,9;9;0;1
20/02/14 20:09:57;37,337682;-6,034507;61,9;4,42;15,9;9;0;1
20/02/14 20:09:59;37,337738;-6,034437;62,2;8,84;16,1;9;0;1
20/02/14 20:10:00;37,337768;-6,0344;62,3;4,66;16,1;9;0;1
20/02/14 20:10:01;37,337798;-6,034365;62,4;4,56;16,3;9;0;1
20/02/14 20:10:02;37,337828;-6,034328;62,5;4,66;16,4;9;0;1
20/02/14 20:10:03;37,33786;-6,034295;62,9;4,6;16,6;9;0;1
20/02/14 20:10:04;37,337892;-6,034262;63,3;4,59;16,6;9;1;1
20/02/14 20:10:05;37,337923;-6,034228;63,7;4,59;16,6;9;1;1
20/02/14 20:10:06;37,337957;-6,034193;63,8;4,83;16,4;9;0;1
20/02/14 20:10:07;37,337988;-6,034162;63,8;4,5;16,4;9;0;1
20/02/14 20:10:08;37,33802;-6,03413;63,7;4,5;16,1;9;0;1
20/02/14 20:10:09;37,338052;-6,034098;63,8;4,5;16,1;9;0;1
20/02/14 20:10:10;37,338083;-6,034067;63,8;4,5;16,1;9;0;1
20/02/14 20:10:11;37,338115;-6,034033;63,8;4,6;16,9;9;0;1
20/02/14 20:10:12;37,33815;-6,034;63,9;4,89;17,3;9;0;1
20/02/14 20:10:13;37,338185;-6,033967;64;4,89;17,7;8;0;1
20/02/14 20:10:14;37,338222;-6,033935;64;4,95;17,9;8;0;1
20/02/14 20:10:16;37,338293;-6,03386;64,1;10,38;18,9;9;0;1
20/02/14 20:10:17;37,338328;-6,03382;64,2;5,26;19,1;9;1;1
20/02/14 20:10:18;37,338363;-6,03378;64,2;5,26;18,5;8;4;1
20/02/14 20:10:19;37,338398;-6,033742;64,2;5,16;17,7;9;1;1
20/02/14 20:10:20;37,338432;-6,033707;64,3;4,83;17,7;9;0;1
20/02/14 20:10:21;37,338463;-6,03367;64,3;4,79;16,8;9;0;1
20/02/14 20:10:22;37,338493;-6,033633;64,4;4,65;17;8;0;1
20/02/14 20:10:23;37,338525;-6,033597;64,5;4,79;17,1;8;0;1
20/02/14 20:10:24;37,338558;-6,033562;64,5;4,83;17,4;8;0;1
20/02/14 20:10:25;37,338593;-6,033528;64,6;4,89;17,4;8;0;1
20/02/14 20:10:26;37,33863;-6,033502;64,7;4,71;16,8;9;0;1
20/02/14 20:10:27;37,33867;-6,033482;64,8;4,79;16,6;9;0;1
20/02/14 20:10:28;37,33871;-6,033472;65;4,54;16,5;9;0;1
