Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
27/02/14 20:27:13;37,349508;-6,048792;66,7;3,09;10,1;9;19;1
27/02/14 20:27:14;37,349518;-6,048762;65,9;2,88;11,7;9;28;1
27/02/14 20:27:15;37,349515;-6,048737;65,2;2,24;10,2;9;35;1
27/02/14 20:27:16;37,349492;-6,048717;64,7;3,14;11,7;9;31;1
27/02/14 20:27:17;37,349462;-6,048698;64,1;3,71;14,5;9;34;1
27/02/14 20:27:18;37,349427;-6,048675;63,5;4,41;15,4;9;35;1
27/02/14 20:27:19;37,34939;-6,048653;63;4,51;15,4;9;24;1
27/02/14 20:27:20;37,349353;-6,04863;62,6;4,57;16,1;9;13;1
27/02/14 20:27:22;37,349278;-6,048578;61,8;9,52;16,2;9;24;1
27/02/14 20:27:23;37,349243;-6,04855;61,3;4,63;16,8;9;35;1
27/02/14 20:27:24;37,349205;-6,048522;60,9;4,95;17,6;9;21;1
27/02/14 20:27:25;37,349165;-6,04849;60,6;5,26;17,7;9;16;1
27/02/14 20:27:27;37,349083;-6,04843;60,3;10,53;18,8;9;21;1
27/02/14 20:27:28;37,349038;-6,048403;60;5,54;19,6;9;13;1
27/02/14 20:27:29;37,348992;-6,048377;59,8;5,7;19,6;9;4;1
27/02/14 20:27:30;37,348945;-6,048353;59,7;5,59;19,4;9;4;1
27/02/14 20:27:31;37,348898;-6,04833;59,6;5,59;18,6;9;7;1
27/02/14 20:27:32;37,348853;-6,048312;59,5;5,27;18,1;9;10;1
27/02/14 20:27:34;37,348763;-6,048287;59,5;10,26;18;9;12;1
27/02/14 20:27:35;37,348718;-6,048277;59,3;5,09;18,1;9;17;1
27/02/14 20:27:36;37,348672;-6,048268;59,1;5,25;18,2;9;11;1
27/02/14 20:27:37;37,348625;-6,04826;59;5,25;18,6;9;10;1
27/02/14 20:27:38;37,348578;-6,048253;58,5;5,23;18,4;9;12;1
27/02/14 20:27:39;37,348532;-6,048247;58;5,23;18,4;9;14;1
27/02/14 20:27:40;37,348483;-6,04824;57,8;5,41;19;9;11;1
27/02/14 20:27:41;37,348435;-6,048235;57,4;5,4;19,2;9;12;1
27/02/14 20:27:42;37,348387;-6,048228;57;5,41;19;9;12;1
27/02/14 20:27:43;37,34834;-6,04822;56,5;5,25;18,9;9;14;1
27/02/14 20:27:44;37,348293;-6,048213;56,1;5,23;18,9;9;9;1
27/02/14 20:27:45;37,348247;-6,048203;56,2;5,27;18,1;9;8;1
27/02/14 20:27:46;37,348205;-6,048197;55,7;4,68;17,2;9;17;1
27/02/14 20:27:48;37,348125;-6,048182;54,7;9;16,6;9;10;1
27/02/14 20:27:49;37,348083;-6,048175;54,6;4,68;16,6;9;9;1
27/02/14 20:27:50;37,34804;-6,048168;54,2;4,86;17,6;9;14;1
27/02/14 20:27:51;37,347995;-6,048163;53,9;5,03;18,4;9;20;1
27/02/14 20:27:52;37,34795;-6,048155;53,4;5,06;18,9;9;13;1
27/02/14 20:27:53;37,347903;-6,04815;53;5,21;19,3;9;16;1
27/02/14 20:27:54;37,347855;-6,048142;52,5;5,43;19,3;9;19;1
27/02/14 20:27:55;37,347807;-6,048133;52,1;5,43;19,5;9;14;1
27/02/14 20:27:56;37,347758;-6,048128;51,7;5,4;19,9;9;11;1
27/02/14 20:27:58;37,347658;-6,048118;51;11,17;20,6;9;14;1
27/02/14 20:28:00;37,347555;-6,048105;50,2;11,56;20,8;9;12;1
27/02/14 20:28:01;37,347505;-6,048097;49,8;5,61;20,4;9;16;1
27/02/14 20:28:02;37,347455;-6,048088;49,2;5,61;20,4;9;13;1
27/02/14 20:28:03;37,347405;-6,04808;48,7;5,62;20,4;9;12;1
27/02/14 20:28:04;37,347355;-6,048073;48,2;5,6;20,4;9;11;1
27/02/14 20:28:05;37,347303;-6,048067;48;5,78;20,2;9;11;1
27/02/14 20:28:07;37,347203;-6,048055;47,9;11,18;18,7;9;0;0
27/02/14 20:28:08;37,347157;-6,04805;47,9;5,21;18,5;9;8;1
27/02/14 20:28:09;37,347112;-6,048045;47,8;5,03;18,5;9;5;1
27/02/14 20:28:10;37,347065;-6,04804;47,6;5,21;18,7;9;5;1
27/02/14 20:28:11;37,347018;-6,048037;47,2;5,2;17,8;9;11;1
27/02/14 20:28:12;37,346975;-6,048032;46,9;4,84;16,4;9;21;1
27/02/14 20:28:13;37,346937;-6,048028;46,6;4,28;14,4;9;9;1
27/02/14 20:28:14;37,3469;-6,048025;46,3;4,09;14,4;9;9;1
27/02/14 20:28:15;37,346865;-6,04802;46;3,92;14,8;9;11;1
27/02/14 20:28:16;37,346827;-6,048017;45,7;4,28;15,8;8;10;1
27/02/14 20:28:17;37,346785;-6,048012;45,5;4,66;16,6;8;12;1
27/02/14 20:28:18;37,346742;-6,048007;45,2;4,84;17,4;8;13;1
27/02/14 20:28:19;37,346698;-6,048002;44,9;4,84;17,4;8;13;1
27/02/14 20:28:20;37,346652;-6,047997;44,7;5,21;18,8;8;9;1
27/02/14 20:28:21;37,346603;-6,04799;44,2;5,41;19,1;8;11;1
27/02/14 20:28:23;37,346507;-6,04798;43,5;10,8;19,9;8;10;1
27/02/14 20:28:24;37,346457;-6,047973;43,2;5,6;20;8;9;1
27/02/14 20:28:25;37,346405;-6,047967;43,1;5,78;20,3;8;10;1
27/02/14 20:28:26;37,346357;-6,04796;42,4;5,41;19,9;8;5;1
27/02/14 20:28:27;37,346307;-6,047955;41,8;5,58;19,7;8;3;1
27/02/14 20:28:28;37,346258;-6,047948;41,3;5,41;19,3;8;7;1
27/02/14 20:28:29;37,346212;-6,04794;40,7;5,25;18,8;8;9;1
27/02/14 20:28:30;37,346167;-6,047933;39,7;5,04;18,4;8;24;1
27/02/14 20:28:31;37,346122;-6,047928;38,9;5,03;18,7;8;28;1
27/02/14 20:28:33;37,346028;-6,04792;37,7;10,41;19,1;8;14;1
27/02/14 20:28:34;37,34598;-6,047918;37,5;5,38;19,1;8;20;1
