Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
26/02/14 20:58:54;37,353113;-6,047882;27,4;3,33;11,6;7;3;1
26/02/14 20:58:55;37,35311;-6,047918;27,5;3,26;11,3;8;13;1
26/02/14 20:58:56;37,353117;-6,047955;27,4;3,33;11,4;8;32;1
26/02/14 20:58:57;37,353132;-6,047988;27,3;3,39;12,6;8;42;1
26/02/14 20:58:58;37,353153;-6,048022;27,1;3,81;13,2;8;40;1
26/02/14 20:58:59;37,353182;-6,04805;26,8;4,03;13,2;7;22;1
26/02/14 20:59:00;37,353212;-6,048075;26,7;4;14,1;7;12;1
26/02/14 20:59:01;37,353247;-6,048095;26,6;4,28;15;7;11;1
26/02/14 20:59:02;37,353323;-6,048123;26,7;8,89;15,9;7;9;1
26/02/14 20:59:03;37,353323;-6,048123;26,7;0;14,3;7;11;1
26/02/14 20:59:04;37,353382;-6,04814;27,2;6,66;11,3;8;13;1
26/02/14 20:59:05;37,353382;-6,04814;27,2;0;11,4;8;17;1
26/02/14 20:59:06;37,353402;-6,04815;27,5;2,4;9,4;7;17;1
26/02/14 20:59:08;37,353453;-6,048175;28,3;6,16;10,8;8;12;1
26/02/14 20:59:08;37,353453;-6,048175;28,3;0;12,8;8;11;1
26/02/14 20:59:09;37,353522;-6,048208;28,7;8,16;14,2;8;14;1
26/02/14 20:59:10;37,353558;-6,048225;28,9;4,34;14,9;8;22;1
26/02/14 20:59:11;37,353595;-6,048243;29,1;4,39;14,9;8;32;1
26/02/14 20:59:12;37,353632;-6,04826;29,3;4,34;15,3;8;27;1
26/02/14 20:59:13;37,353632;-6,04826;29,3;0;16;8;14;1
26/02/14 20:59:14;37,353712;-6,048297;29,7;9,48;16,7;9;16;1
26/02/14 20:59:16;37,353752;-6,048315;30;4,74;17;7;19;1
26/02/14 20:59:17;37,353793;-6,048333;30,3;4,91;17,1;8;24;1
26/02/14 20:59:17;37,353833;-6,04835;30,6;4,69;17;8;16;1
26/02/14 20:59:18;37,353833;-6,04835;30,6;0;16,8;8;10;1
26/02/14 20:59:19;37,353912;-6,048383;31,4;9,2;16,5;8;11;1
26/02/14 20:59:20;37,35395;-6,0484;31,8;4,51;16,2;8;19;1
26/02/14 20:59:22;37,353988;-6,048415;32,1;4,47;15,6;7;34;1
26/02/14 20:59:22;37,354025;-6,04843;32,5;4,29;15,7;7;32;1
26/02/14 20:59:24;37,354065;-6,048445;32,7;4,65;16;8;17;1
26/02/14 20:59:25;37,354103;-6,048462;33,2;4,51;16,4;9;10;1
26/02/14 20:59:26;37,354145;-6,048478;33,5;4,87;16,7;8;12;1
26/02/14 20:59:26;37,354187;-6,048498;33,5;4,96;17,3;8;19;1
26/02/14 20:59:28;37,35423;-6,04852;33,4;5,19;18;8;16;1
26/02/14 20:59:28;37,35423;-6,04852;33,4;0;18,7;8;17;1
26/02/14 20:59:30;37,354318;-6,048567;34,1;10,66;19,3;8;22;1
26/02/14 20:59:31;37,354365;-6,04859;34,6;5,59;19,8;8;26;1
26/02/14 20:59:32;37,35441;-6,048612;35,3;5,36;19,9;8;12;1
26/02/14 20:59:32;37,354458;-6,048633;35,4;5,71;19,9;8;9;1
26/02/14 20:59:33;37,354458;-6,048633;35,4;0;20,2;8;10;1
26/02/14 20:59:35;37,354553;-6,04868;35,7;11,35;20,4;8;13;1
26/02/14 20:59:36;37,3546;-6,048703;35,9;5,59;20,4;8;7;1
26/02/14 20:59:37;37,354645;-6,048728;36;5,47;19,8;8;4;1
26/02/14 20:59:38;37,354688;-6,048753;36,2;5,3;19,3;8;12;1
26/02/14 20:59:38;37,354688;-6,048753;36,2;0;19;8;26;1
26/02/14 20:59:40;37,354773;-6,048803;36,7;10,44;19;7;30;1
26/02/14 20:59:41;37,354817;-6,04883;37,2;5,37;19,2;7;19;1
26/02/14 20:59:42;37,354858;-6,048857;37,6;5,2;19,3;8;14;1
26/02/14 20:59:43;37,354902;-6,048885;37,8;5,43;19,3;8;16;1
26/02/14 20:59:44;37,354945;-6,048913;37,8;5,43;19,5;8;19;1
26/02/14 20:59:45;37,354988;-6,048943;37,9;5,5;19,6;8;10;1
26/02/14 20:59:46;37,35503;-6,048972;38,1;5,27;19,8;8;9;1
26/02/14 20:59:47;37,355072;-6,049;38,3;5,27;19,4;8;19;1
26/02/14 20:59:48;37,355112;-6,04903;38,6;5,18;19;8;34;1
26/02/14 20:59:49;37,355152;-6,04906;38,8;5,18;19;8;19;1
26/02/14 20:59:50;37,355192;-6,049092;39;5,26;18,9;9;9;1
26/02/14 20:59:51;37,35523;-6,049123;39,3;5,1;18,7;9;9;1
26/02/14 20:59:52;37,355268;-6,049155;39,6;5,1;18,8;8;14;1
26/02/14 20:59:53;37,355305;-6,049188;40,1;5,04;18,7;8;16;1
26/02/14 20:59:54;37,355343;-6,049218;40,3;5,02;18,5;8;10;1
26/02/14 20:59:55;37,355377;-6,049245;40,7;4,39;15,4;9;13;1
26/02/14 20:59:56;37,355408;-6,049265;41,1;3,95;13,5;9;21;1
26/02/14 20:59:57;37,355435;-6,049277;41,6;3,14;11,2;9;31;1
26/02/14 20:59:58;37,355457;-6,049288;41,9;2,62;11,2;9;35;1
