Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
27/02/14 20:03:04;37,345423;-6,047745;70,4;1,95;5,9;8;19;1
27/02/14 20:03:05;37,345402;-6,047733;69,6;2,63;11,3;8;24;1
27/02/14 20:03:06;37,345378;-6,047715;68,7;3,06;12,5;8;26;1
27/02/14 20:03:07;37,345353;-6,047692;68;3,47;12,8;8;16;1
27/02/14 20:03:08;37,345332;-6,047665;67,6;3,38;12;8;14;1
27/02/14 20:03:09;37,345315;-6,047635;67,1;3,24;12;8;10;1
27/02/14 20:03:10;37,345308;-6,047608;66;2,47;10,6;8;8;1
27/02/14 20:03:11;37,345303;-6,047582;65;2,42;9,8;8;7;1
27/02/14 20:03:12;37,345297;-6,047547;64,1;3,18;13,1;8;7;1
27/02/14 20:03:13;37,345287;-6,047507;63,1;3,71;14,8;8;9;1
27/02/14 20:03:14;37,345273;-6,04746;62,3;4,39;14,8;8;10;1
27/02/14 20:03:15;37,34526;-6,047408;61,5;4,81;17,6;8;10;1
27/02/14 20:03:16;37,345245;-6,047355;60,9;5;18,3;8;9;1
27/02/14 20:03:17;37,345232;-6,0473;60,3;5,09;18,6;8;9;1
27/02/14 20:03:18;37,345218;-6,047245;59,8;5,09;18,1;8;9;1
27/02/14 20:03:19;37,345207;-6,047192;59,3;4,89;18,1;8;10;1
27/02/14 20:03:20;37,345197;-6,047138;58,9;4,85;17,3;8;11;1
27/02/14 20:03:21;37,345185;-6,047085;58,5;4,89;17,4;8;10;1
27/02/14 20:03:22;37,345173;-6,047033;58,3;4,75;17,4;8;8;1
27/02/14 20:03:23;37,34516;-6,04698;58;4,95;17,1;8;10;1
27/02/14 20:03:24;37,345147;-6,04693;57,6;4,67;17,1;8;9;1
27/02/14 20:03:25;37,345133;-6,046882;57,1;4,53;16,5;8;10;1
27/02/14 20:03:26;37,34512;-6,046833;57;4,53;15,5;8;10;1
27/02/14 20:03:27;37,345108;-6,046788;56,8;4,19;14,7;8;9;1
27/02/14 20:03:28;37,345097;-6,046745;56,5;4,05;14,5;8;7;1
27/02/14 20:03:29;37,345087;-6,046702;56,3;3,99;14,5;8;5;1
27/02/14 20:03:30;37,345075;-6,046658;56;4,05;14,5;8;7;1
27/02/14 20:03:31;37,345063;-6,046613;55,8;4,19;14,7;8;11;1
27/02/14 20:03:32;37,34505;-6,04657;55,6;4,11;14,7;8;13;1
27/02/14 20:03:33;37,345038;-6,046528;55,4;3,91;14,2;8;9;1
27/02/14 20:03:34;37,345025;-6,046487;55,2;3,98;14,2;8;4;1
27/02/14 20:03:35;37,34501;-6,046447;55,1;3,91;14,2;8;3;1
27/02/14 20:03:36;37,344993;-6,046407;55,1;4;14,1;8;4;1
27/02/14 20:03:37;37,344973;-6,04637;55,1;3,93;14,3;8;4;1
27/02/14 20:03:38;37,344952;-6,046333;55,1;4,04;14,5;8;3;1
27/02/14 20:03:39;37,344928;-6,046298;55,2;4,04;14,5;8;3;1
27/02/14 20:03:40;37,344903;-6,046265;55,3;4,05;14,4;8;3;1
27/02/14 20:03:41;37,344878;-6,046233;55,4;3,95;14,2;8;3;1
27/02/14 20:03:42;37,344852;-6,046202;55,5;4,08;14,3;8;4;1
27/02/14 20:03:43;37,344827;-6,04617;55,5;3,95;14,5;8;4;1
27/02/14 20:03:44;37,344798;-6,04614;55,5;4,12;14,5;8;5;1
27/02/14 20:03:46;37,344738;-6,046085;55,6;8,26;14,8;8;12;1
27/02/14 20:03:47;37,344708;-6,046058;55,5;4,09;14,7;8;22;1
27/02/14 20:03:48;37,344677;-6,046035;55,5;4,09;14,7;8;36;1
27/02/14 20:03:50;37,344608;-6,045997;55,3;8,33;14,6;8;40;1
27/02/14 20:03:51;37,344573;-6,045985;55,2;4,03;14,3;8;19;1
27/02/14 20:03:52;37,34454;-6,045972;55,2;3,89;13;8;12;1
27/02/14 20:03:53;37,34451;-6,045958;55,1;3,54;12,6;8;11;1
27/02/14 20:03:54;37,344483;-6,045945;55,1;3,19;12,6;8;13;1
27/02/14 20:03:55;37,344458;-6,045932;55;3,02;10,9;8;17;1
27/02/14 20:03:56;37,344433;-6,045917;55;3,08;10,9;8;20;1
27/02/14 20:03:57;37,34441;-6,045902;55;2,92;10,7;8;20;1
27/02/14 20:03:58;37,344385;-6,045887;54,9;3,08;10,5;8;22;1
27/02/14 20:03:59;37,344362;-6,04587;54,9;2,99;11,3;8;19;1
27/02/14 20:04:00;37,344335;-6,045853;54,9;3,31;12;8;13;1
27/02/14 20:04:01;37,34431;-6,045833;54,8;3,3;12,4;8;9;1
27/02/14 20:04:02;37,344283;-6,045813;54,8;3,46;11,7;8;5;1
27/02/14 20:04:03;37,344258;-6,045793;54,7;3,3;11,6;8;4;1
27/02/14 20:04:04;37,344235;-6,045773;54,6;3,14;11,6;8;4;1
