Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
20/02/14 20:37;37,353328;-6,04482;73,9;3,22;11,3;8;13;1
20/02/14 20:37;37,353332;-6,044782;73,9;3,41;12,5;8;14;1
20/02/14 20:37;37,353328;-6,044743;74;3,41;12,4;8;17;1
20/02/14 20:37;37,353317;-6,044707;74,1;3,49;11,8;9;19;1
20/02/14 20:37;37,3533;-6,04468;74,2;3;10,4;8;28;1
20/02/14 20:37;37,353277;-6,044658;74,4;3,23;10,4;8;35;1
20/02/14 20:37;37,35325;-6,044643;74,4;3,25;12,3;9;37;1
20/02/14 20:37;37,353217;-6,044635;74,5;3,78;13,5;9;31;1
20/02/14 20:37;37,35318;-6,044637;74,6;4,08;14;9;38;1
20/02/14 20:37;37,353145;-6,04465;74,7;4,07;14,1;9;34;1
20/02/14 20:37;37,35311;-6,044672;74,7;4,34;14,1;9;12;1
20/02/14 20:37;37,353037;-6,044723;75;9,35;17;9;7;1
20/02/14 20:37;37,352998;-6,04475;75,2;4,87;17,1;9;4;1
20/02/14 20:37;37,352958;-6,044777;75,3;5,04;17;9;7;1
20/02/14 20:37;37,35292;-6,0448;75,4;4,74;17;9;8;1
20/02/14 20:37;37,35288;-6,044823;75,5;4,91;16,9;9;11;1
20/02/14 20:37;37,35284;-6,044845;75,7;4,85;16,7;9;14;1
20/02/14 20:37;37,352758;-6,044875;75,9;9,47;16,5;9;12;1
20/02/14 20:37;37,352717;-6,044887;76;4,75;16,5;9;13;1
20/02/14 20:37;37,352675;-6,044893;76,1;4,67;16,5;9;14;1
20/02/14 20:37;37,352633;-6,044897;76,1;4,65;16,7;9;12;1
20/02/14 20:37;37,35259;-6,044893;76,2;4,83;16,7;9;13;1
20/02/14 20:37;37,352548;-6,044887;76,2;4,67;16,7;9;13;1
20/02/14 20:37;37,352508;-6,044873;76,2;4,61;16,7;9;20;1
20/02/14 20:37;37,35247;-6,044855;76,3;4,56;15,3;9;14;1
20/02/14 20:37;37,352435;-6,044833;76,4;4,34;15,2;9;12;1
20/02/14 20:37;37,352403;-6,044808;76,4;4,16;14,6;9;13;1
20/02/14 20:37;37,352373;-6,044782;76,3;4,09;14,8;9;17;1
20/02/14 20:38;37,352343;-6,044753;76,3;4,18;14,8;8;10;1
20/02/14 20:38;37,352317;-6,044725;76,2;3,89;13,2;8;9;1
20/02/14 20:38;37,352292;-6,0447;76;3,55;13,1;8;8;1
20/02/14 20:38;37,352267;-6,044672;75,9;3,74;13,8;8;9;1
20/02/14 20:38;37,352238;-6,044643;75,8;4,03;14,8;9;9;1
20/02/14 20:38;37,352182;-6,044577;75,8;8,63;16,3;7;7;1
20/02/14 20:38;37,352152;-6,044543;75,8;4,46;15,9;7;5;1
20/02/14 20:38;37,35212;-6,044513;75,7;4,41;15,5;8;4;1
20/02/14 20:38;37,352087;-6,04449;75,7;4,25;15,1;8;7;1
20/02/14 20:38;37,352053;-6,044468;75,6;4,18;15,1;8;8;1
