Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
27/02/14 20:18:36;37,350982;-6,049808;62,9;1,39;1,2;8;9;1
27/02/14 20:18:37;37,350993;-6,049827;62,8;2,08;3,1;8;13;1
27/02/14 20:18:38;37,351012;-6,049847;62,7;2,7;6;8;14;1
27/02/14 20:18:39;37,351032;-6,049867;62,5;2,85;8,5;8;13;1
27/02/14 20:18:40;37,351055;-6,049887;62,5;3,15;10,6;8;17;1
27/02/14 20:18:41;37,351082;-6,049907;62,5;3,46;12;8;16;1
27/02/14 20:18:42;37,351112;-6,049928;62,5;3,85;13;8;12;1
27/02/14 20:18:43;37,351143;-6,04995;62,6;4,01;13,9;8;14;1
27/02/14 20:18:44;37,351175;-6,049973;63;4,09;14,3;8;16;1
27/02/14 20:18:45;37,351207;-6,049995;63,2;4,01;14,4;8;9;1
27/02/14 20:18:46;37,35124;-6,050018;63,6;4,24;14,6;8;9;1
27/02/14 20:18:47;37,351273;-6,05004;64,1;4,17;14,8;8;10;1
27/02/14 20:18:48;37,35131;-6,050063;64,4;4,57;15,3;8;7;1
27/02/14 20:18:49;37,351345;-6,050087;64,8;4,41;15,7;8;4;1
27/02/14 20:18:50;37,351382;-6,050112;65,2;4,64;15,5;8;3;1
27/02/14 20:18:51;37,351415;-6,050137;65,6;4,32;15,2;8;3;1
27/02/14 20:18:52;37,35145;-6,05016;65,8;4,41;15,3;8;4;1
27/02/14 20:18:53;37,351483;-6,050185;66;4,32;15;8;3;1
27/02/14 20:18:54;37,351515;-6,05021;66,4;4,16;14,7;8;3;1
27/02/14 20:18:55;37,351545;-6,050233;66,7;3,92;14,5;8;4;1
27/02/14 20:18:56;37,351573;-6,050258;66,6;3,85;13,7;8;7;1
27/02/14 20:18:57;37,351603;-6,050283;66,5;4;13,7;8;7;1
27/02/14 20:18:58;37,351632;-6,050307;66,6;3,77;13,7;8;8;1
27/02/14 20:18:59;37,351662;-6,05033;67,3;3,92;13,4;8;10;1
27/02/14 20:19:00;37,351692;-6,05035;67,7;3,78;13,4;8;10;1
27/02/14 20:19:01;37,35172;-6,050373;68,3;3,77;12,2;8;5;1
27/02/14 20:19:02;37,35175;-6,050395;68,9;3,85;12,9;8;2;1
27/02/14 20:19:03;37,35178;-6,050417;69,4;3,85;12,9;8;0;1
27/02/14 20:19:04;37,351813;-6,050438;70,2;4,18;13,9;8;1;1
27/02/14 20:19:05;37,351848;-6,050463;70,7;4,48;15,5;8;4;1
27/02/14 20:19:06;37,351882;-6,05049;70,4;4,39;15,4;8;0;1
27/02/14 20:19:07;37,351913;-6,050515;70,4;4,16;14,9;8;3;1
27/02/14 20:19:08;37,351945;-6,050542;70,5;4,24;14,9;8;4;1
