Fecha;Latitud;Longitud;Altura;Distancia;Velocidad;Satelites;Medida;Valido
20/02/14 19:41;37,35471;-6,03401;57,9;0,97;2,2;6;59;1
20/02/14 19:41;37,354697;-6,034017;57,7;1,6;4,5;6;59;1
20/02/14 19:41;37,354677;-6,03403;57,5;2,52;7,2;6;47;1
20/02/14 19:42;37,354655;-6,03405;57,6;2,99;7,2;6;40;1
20/02/14 19:42;37,35463;-6,034077;57,6;3,65;13,6;6;51;1
20/02/14 19:42;37,354602;-6,034105;57,8;4,03;14,7;6;80;1
20/02/14 19:42;37,354572;-6,034132;57,9;4,09;14,2;6;75;1
20/02/14 19:42;37,354542;-6,034155;58,1;3,92;14,3;6;48;1
20/02/14 19:42;37,354507;-6,034175;58,2;4,28;14,3;6;62;1
20/02/14 19:42;37,354432;-6,03421;58,4;8,9;15,6;6;78;1
20/02/14 19:42;37,354395;-6,034225;58,5;4,29;15,1;6;37;1
20/02/14 19:42;37,354358;-6,03424;58,7;4,29;15;6;49;1
20/02/14 19:42;37,354322;-6,034255;59;4,29;15;6;47;1
20/02/14 19:42;37,354285;-6,034268;59,1;4,25;15,3;6;34;1
20/02/14 19:42;37,35421;-6,034298;59,5;8,76;15,6;6;26;1
20/02/14 19:42;37,354173;-6,034315;59,7;4,34;15,8;6;40;1
20/02/14 19:42;37,354135;-6,03433;59,9;4,47;15,8;6;28;1
20/02/14 19:42;37,354097;-6,034347;60,2;4,51;15,9;6;20;1
20/02/14 19:42;37,354058;-6,034365;60,5;4,56;16;6;24;1
20/02/14 19:42;37,35402;-6,034382;60,8;4,51;16;6;40;1
20/02/14 19:42;37,353945;-6,034417;61,3;8,9;16;6;41;1
20/02/14 19:42;37,353905;-6,034435;61,7;4,74;16,7;6;11;1
20/02/14 19:42;37,353865;-6,034453;61,8;4,74;17,3;6;5;1
20/02/14 19:42;37,353823;-6,034472;62;4,91;17,7;6;22;1
20/02/14 19:42;37,353782;-6,034492;62,3;4,97;18,3;6;46;1
20/02/14 19:42;37,353738;-6,034513;62,6;5,19;18,3;6;28;1
20/02/14 19:42;37,353693;-6,034535;62,9;5,36;19;6;27;1
20/02/14 19:42;37,353648;-6,034557;63,3;5,36;19,3;6;21;1
20/02/14 19:42;37,353603;-6,03458;63,6;5,42;19,6;6;0;0
20/02/14 19:42;37,353557;-6,034603;63,8;5,59;19,7;6;55;1
20/02/14 19:42;37,353512;-6,034628;64,2;5,47;19,7;6;24;1
20/02/14 19:42;37,353465;-6,034652;64,5;5,59;19,7;6;26;1
20/02/14 19:42;37,35342;-6,034677;64,9;5,47;19,5;6;0;0
20/02/14 19:42;37,353375;-6,034702;65,3;5,47;19,4;6;69;1
20/02/14 19:42;37,35333;-6,034725;65,6;5,42;19,1;6;38;1
20/02/14 19:42;37,353287;-6,034748;65,9;5,24;19,1;6;17;1
20/02/14 19:42;37,353243;-6,034772;66,1;5,25;18,1;6;0;0
20/02/14 19:42;37,353202;-6,034792;66,4;4,96;17,9;6;19;1
20/02/14 19:42;37,35316;-6,034813;66,6;5,02;18,1;6;38;1
20/02/14 19:42;37,353117;-6,034837;66,8;5,25;18,7;6;44;1
20/02/14 19:42;37,353073;-6,03486;67;5,25;18,7;6;22;1
20/02/14 19:42;37,353027;-6,034885;67,2;5,64;20,1;6;21;1
20/02/14 19:42;37,35298;-6,03491;67,3;5,64;20,5;6;0;0
20/02/14 19:42;37,352933;-6,034935;67,4;5,64;20,6;6;56;1
20/02/14 19:42;37,352885;-6,03496;67,6;5,82;20,5;6;31;1
20/02/14 19:42;37,352837;-6,034983;67,7;5,76;20,5;6;34;1
20/02/14 19:42;37,352792;-6,035007;67,8;5,42;19,5;6;48;1
